release,project,dependent_projects
victoria,openstack/zun,2
victoria,openstack/oslotest,1
victoria,openstack/charm-guide,5
victoria,openstack/python-manilaclient,1
victoria,openstack/project-config,27
victoria,openstack/ansible-role-systemd_service,1
victoria,openstack/diskimage-builder,5
victoria,openstack/puppet-vswitch,2
victoria,openstack/python-keystoneclient,1
victoria,openstack/python-brick-cinderclient-ext,-1
victoria,openstack/zaqar-tempest-plugin,1
victoria,openstack/cookbook-openstackclient,3
victoria,openstack/ironic-lib,1
victoria,openstack/oslo.rootwrap,1
victoria,openstack/puppet-octavia,3
victoria,openstack/tripleo-operator-ansible,3
victoria,openstack/python-tripleoclient,11
victoria,openstack/kuryr-kubernetes,1
victoria,openstack/ansible-role-qdrouterd,2
victoria,openstack/networking-l2gw,2
victoria,openstack/watcher,1
victoria,openstack/cookbook-openstack-identity,14
victoria,openstack/tripleo-ansible,12
victoria,openstack/networking-baremetal,-1
victoria,openstack/openstack-ansible-os_tacker,-1
victoria,openstack/openstack-ansible-rabbitmq_server,2
victoria,openstack/openstack-ansible-galera_server,3
victoria,openstack/charm-interface-ceph-rbd-mirror,2
victoria,openstack/ironic,11
victoria,openstack/ceilometer,5
victoria,openstack/charm-heat,2
victoria,openstack/tripleo-heat-templates,28
victoria,openstack/charm-ceph-proxy,1
victoria,openstack/cookbook-openstack-network,5
victoria,openstack/python-muranoclient,2
victoria,openstack/charm-neutron-api-plugin-arista,1
victoria,openstack/mistral-tempest-plugin,1
victoria,openstack/qinling,2
victoria,openstack/cookbook-openstack-telemetry,2
victoria,openstack/murano-dashboard,1
victoria,openstack/oslo.serialization,1
victoria,openstack/openstack-ansible-os_ceilometer,1
victoria,openstack/monasca-notification,1
victoria,openstack/cookbook-openstack-dns,3
victoria,openstack/networking-midonet,-1
victoria,openstack/charm-masakari,1
victoria,openstack/openstack-ansible-os_trove,1
victoria,openstack/tacker,-1
victoria,openstack/python-cloudkittyclient,5
victoria,openstack/sahara-plugin-storm,-1
victoria,openstack/openstack-ansible-os_gnocchi,2
victoria,openstack/kuryr,-1
victoria,openstack/charm-manila-generic,1
victoria,openstack/kuryr-libnetwork,1
victoria,openstack/puppet-ec2api,2
victoria,openstack/python-zaqarclient,-1
victoria,openstack/oslo-specs,2
victoria,openstack/oslo.privsep,1
victoria,openstack/tripleo-docs,5
victoria,openstack/charm-interface-cinder-backend,1
victoria,openstack/charm-octavia,1
victoria,openstack/openstack-ansible-os_placement,-1
victoria,openstack/manila-ui,-1
victoria,openstack/charm-manila,1
victoria,openstack/ec2-api,-1
victoria,openstack/puppet-panko,2
victoria,openstack/devstack,21
victoria,openstack/openstack-ansible-os_magnum,1
victoria,openstack/puppet-qdr,-1
victoria,openstack/eslint-config-openstack,1
victoria,openstack/openstack-ansible-os_keystone,4
victoria,openstack/networking-bgpvpn,-1
victoria,openstack/sahara-plugin-mapr,-1
victoria,openstack/monasca-transform,1
victoria,openstack/oslo.policy,1
victoria,openstack/hacking,1
victoria,openstack/glance_store,1
victoria,openstack/charm-barbican-vault,1
victoria,openstack/charm-interface-nova-compute,1
victoria,openstack/charm-interface-pacemaker-remote,1
victoria,openstack/charm-watcher-dashboard,1
victoria,openstack/osc-lib,-1
victoria,openstack/puppet-monasca,-1
victoria,openstack/puppet-openstacklib,3
victoria,openstack/openstack-ansible-repo_server,1
victoria,openstack/tripleo-quickstart-extras,9
victoria,openstack/puppet-tripleo,14
victoria,openstack/networking-bagpipe,1
victoria,openstack/openstack-ansible-os_aodh,2
victoria,openstack/charm-barbican,2
victoria,openstack/ansible-role-redhat-subscription,2
victoria,openstack/openstack-ansible-openstack_hosts,6
victoria,openstack/charm-neutron-api,2
victoria,openstack/oslo.db,1
victoria,openstack/xstatic-moment,1
victoria,openstack/openstack-ansible-os_murano,-1
victoria,openstack/openstackdocstheme,2
victoria,openstack/python-senlinclient,1
victoria,openstack/puppet-placement,3
victoria,openstack/zun-ui,1
victoria,openstack/octavia,8
victoria,openstack/ansible-hardening,-1
victoria,openstack/puppet-openstack_spec_helper,30
victoria,openstack/panko,-1
victoria,openstack/oslo.utils,2
victoria,openstack/openstack-ansible-ceph_client,1
victoria,openstack/cloudkitty,-1
victoria,openstack/tripleo-common,10
victoria,openstack/releases,15
victoria,openstack/puppet-neutron,6
victoria,openstack/puppet-barbican,4
victoria,openstack/charm-neutron-gateway,2
victoria,openstack/oslo.log,-1
victoria,openstack/openstack-ansible-nspawn_hosts,2
victoria,openstack/masakari,-1
victoria,openstack/xstatic-moment-timezone,1
victoria,openstack/ansible-role-systemd_mount,1
victoria,openstack/kayobe,3
victoria,openstack/openstack-ansible-os_heat,-1
victoria,openstack/puppet-designate,1
victoria,openstack/charm-vault,1
victoria,openstack/python-searchlightclient,1
victoria,openstack/charm-octavia-dashboard,1
victoria,openstack/octavia-dashboard,1
victoria,openstack/ironic-python-agent-builder,3
victoria,openstack/networking-l2gw-tempest-plugin,2
victoria,openstack/heat-translator,5
victoria,openstack/python-tricircleclient,1
victoria,openstack/charm-interface-barbican-secrets,1
victoria,openstack/charm-interface-hacluster,1
victoria,openstack/os-collect-config,-1
victoria,openstack/charm-ceph-mon,8
victoria,openstack/neutron-vpnaas,-1
victoria,openstack/puppet-keystone,3
victoria,openstack/reviewstats,1
victoria,openstack/paunch,2
victoria,openstack/puppet-tacker,2
victoria,openstack/charm-ceph-radosgw,3
victoria,openstack/openstack-tempest-skiplist,3
victoria,openstack/masakari-dashboard,-1
wallaby,openstack/puppet-tempest,-1
wallaby,openstack/octavia-tempest-plugin,2
wallaby,openstack/ansible-role-collect-logs,2
wallaby,openstack/openstack-helm-images,1
wallaby,openstack/blazar,-1
wallaby,openstack/stevedore,-1
wallaby,openstack/charm-nova-cell-controller,19
wallaby,openstack/senlin,-1
wallaby,openstack/charm-designate-bind,21
wallaby,openstack/tap-as-a-service,1
wallaby,openstack/puppet-mistral,-1
wallaby,openstack/oslo.context,-1
wallaby,openstack/designate,1
wallaby,openstack/openstack-ansible-os_cloudkitty,1
wallaby,openstack/neutron,12
wallaby,openstack/validations-libs,4
wallaby,openstack/puppet-senlin,-1
wallaby,openstack/sushy,-1
wallaby,openstack/charm-glance,29
wallaby,openstack/openstack-ansible-os_mistral,1
wallaby,openstack/openstack-ansible-os_senlin,1
wallaby,openstack/charm-cinder,33
wallaby,openstack/ovn-octavia-provider,2
wallaby,openstack/openstack-ansible-os_barbican,1
wallaby,openstack/barbican-tempest-plugin,1
wallaby,openstack/tempest,17
wallaby,openstack/python-openstackclient,5
wallaby,openstack/magnum,1
wallaby,openstack/cloudkitty-dashboard,-1
wallaby,openstack/python-heatclient,-1
wallaby,openstack/charm-interface-magpie,1
wallaby,openstack/charm-ceph-rbd-mirror,21
wallaby,openstack/openstack-ansible-os_rally,1
wallaby,openstack/project-team-guide,1
wallaby,openstack/charm-designate,24
wallaby,openstack/openstack-ansible-tests,5
wallaby,openstack/os-traits,1
wallaby,openstack/charm-aodh,9
wallaby,openstack/os-ken,-1
wallaby,openstack/charm-trilio-wlm,10
wallaby,openstack/cookbook-openstack-integration-test,2
wallaby,openstack/networking-generic-switch,-1
wallaby,openstack/heat,2
wallaby,openstack/octavia-lib,-1
wallaby,openstack/charm-percona-cluster,10
wallaby,openstack/monasca-thresh,-1
wallaby,openstack/tripleo-validations,7
wallaby,openstack/monasca-agent,-1
wallaby,openstack/python-ironic-inspector-client,-1
wallaby,openstack/puppet-oslo,1
wallaby,openstack/oslo.versionedobjects,-1
wallaby,openstack/glance,5
wallaby,openstack/neutron-specs,1
wallaby,openstack/charm-ceph-fs,-1
wallaby,openstack/stackviz,1
wallaby,openstack/oslo.messaging,-1
wallaby,openstack/oslo.upgradecheck,-1
wallaby,openstack/cinder,5
wallaby,openstack/puppet-openstack-integration,12
wallaby,openstack/oslo.config,-1
wallaby,openstack/python-ironicclient,1
wallaby,openstack/qinling-dashboard,3
wallaby,openstack/manila-tempest-plugin,4
wallaby,openstack/python-cinderclient,1
wallaby,openstack/charm-octavia-diskimage-retrofit,19
wallaby,openstack/ovsdbapp,1
wallaby,openstack/kayobe-config-dev,5
wallaby,openstack/openstack-ansible-os_tempest,3
wallaby,openstack/whitebox-tempest-plugin,1
wallaby,openstack/openstack-helm-addons,1
wallaby,openstack/governance,11
wallaby,openstack/charm-cinder-ceph,21
wallaby,openstack/rpm-packaging,1
wallaby,openstack/castellan,-1
wallaby,openstack/murano-agent,-1
wallaby,openstack/openstack-ansible-os_cinder,4
wallaby,openstack/charm-neutron-openvswitch,28
wallaby,openstack/aodh,3
wallaby,openstack/puppet-ovn,3
wallaby,openstack/cyborg-tempest-plugin,1
wallaby,openstack/python-dracclient,-1
wallaby,openstack/openstack-ansible-os_glance,3
wallaby,openstack/puppet-heat,1
wallaby,openstack/openstack-ansible-os_nova,10
wallaby,openstack/charm-gnocchi,24
wallaby,openstack/tripleo-upgrade,3
wallaby,openstack/kolla-ansible,6
wallaby,openstack/osprofiler,1
wallaby,openstack/charm-ops-interface-ceph-client,1
wallaby,openstack/ansible-role-thales-hsm,-1
wallaby,openstack/openstack-ansible-lxc_container_create,-1
wallaby,openstack/charm-pacemaker-remote,10
wallaby,openstack/charm-mysql-router,20
wallaby,openstack/cookbook-openstack-common,1
wallaby,openstack/cliff,2
wallaby,openstack/cookbook-openstack-ops-database,1
wallaby,openstack/karbor,9
wallaby,openstack/charm-ceilometer,14
wallaby,openstack/charm-rabbitmq-server,10
wallaby,openstack/puppet-murano,-1
wallaby,openstack/charm-ironic-api,24
wallaby,openstack/charm-keystone,10
wallaby,openstack/heat-agents,-1
wallaby,openstack/trove,-1
wallaby,openstack/horizon,7
wallaby,openstack/python-barbicanclient,-1
wallaby,openstack/cinderlib,-1
wallaby,openstack/charm-nova-cloud-controller,26
wallaby,openstack/charm-nova-compute,19
wallaby,openstack/charm-trilio-data-mover,10
wallaby,openstack/puppet-glance,3
wallaby,openstack/tooz,-1
wallaby,openstack/charm-layer-openstack-api,10
wallaby,openstack/python-novaclient,1
wallaby,openstack/adjutant-ui,-1
wallaby,openstack/adjutant,-1
wallaby,openstack/charms.openstack,6
wallaby,openstack/os-vif,-1
wallaby,openstack/openstack-ansible-haproxy_server,1
wallaby,openstack/ansible-collections-openstack,1
wallaby,openstack/openstack-ansible-os_designate,1
wallaby,openstack/openstack-ansible-os_swift,-1
wallaby,openstack/puppet-sahara,-1
wallaby,openstack/charm-ops-openstack,1
wallaby,openstack/neutron-lib,6
wallaby,openstack/neutron-tempest-plugin,9
wallaby,openstack/os-net-config,2
wallaby,openstack/openstack-ansible-os_neutron,5
wallaby,openstack/tripleo-repos,2
wallaby,openstack/murano,-1
wallaby,openstack/openstack-ansible-ops,-1
wallaby,openstack/tripleo-image-elements,1
wallaby,openstack/charm-keystone-saml-mellon,21
wallaby,openstack/charm-cinder-purestorage,25
wallaby,openstack/puppet-cinder,4
wallaby,openstack/openstack-ansible-rsyslog_client,-1
wallaby,openstack/sahara,1
wallaby,openstack/vitrage-tempest-plugin,-1
wallaby,openstack/puppet-zaqar,-1
wallaby,openstack/magnum-ui,2
wallaby,openstack/compute-hyperv,-1
wallaby,openstack/puppet-trove,-1
wallaby,openstack/kolla,4
wallaby,openstack/puppet-watcher,-1
wallaby,openstack/cookbook-openstack-bare-metal,1
wallaby,openstack/networking-hyperv,-1
wallaby,openstack/tripleo-ci,13
wallaby,openstack/charm-layer-openstack,6
wallaby,openstack/ironic-tempest-plugin,1
wallaby,openstack/ansible-role-chrony,1
wallaby,openstack/ansible-role-python_venv_build,9
wallaby,openstack/charm-cinder-backup-swift-proxy,21
wallaby,openstack/manila,4
wallaby,openstack/cookbook-openstack-compute,1
wallaby,openstack/charm-mysql-innodb-cluster,20
wallaby,openstack/puppet-rally,-1
wallaby,openstack/tripleo-ipsec,-1
wallaby,openstack/validations-common,3
wallaby,openstack/cinder-tempest-plugin,2
wallaby,openstack/searchlight,10
wallaby,openstack/charm-neutron-api-plugin-ovn,19
wallaby,openstack/charm-openstack-dashboard,26
wallaby,openstack/python-watcherclient,-1
wallaby,openstack/openstack-ansible-os_adjutant,-1
wallaby,openstack/cinder-specs,-1
wallaby,openstack/designate-dashboard,-1
wallaby,openstack/swift,1
wallaby,openstack/ansible-role-lunasa-hsm,1
wallaby,openstack/bifrost,3
wallaby,openstack/openstack-ansible-os_panko,1
wallaby,openstack/puppet-horizon,1
wallaby,openstack/charm-cinder-backup,21
wallaby,openstack/openstack-ansible-os_octavia,1
wallaby,openstack/keystonemiddleware,-1
wallaby,openstack/tripleo-puppet-elements,3
wallaby,openstack/ansible-role-tripleo-modify-image,1
wallaby,openstack/cookbook-openstack-block-storage,1
wallaby,openstack/puppet-magnum,-1
wallaby,openstack/openstack-chef,15
wallaby,openstack/tempest-horizon,2
wallaby,openstack/trove-dashboard,2
wallaby,openstack/openstack-ansible-galera_client,1
wallaby,openstack/oslo.middleware,-1
wallaby,openstack/openstack-ansible,32
wallaby,openstack/openstack-manuals,3
wallaby,openstack/monasca-ui,2
wallaby,openstack/monasca-common,-1
wallaby,openstack/charm-trilio-horizon-plugin,10
wallaby,openstack/patrole,1
wallaby,openstack/cookbook-openstack-orchestration,1
wallaby,openstack/ptgbot,1
wallaby,openstack/openstack-ansible-os_sahara,1
wallaby,openstack/kayobe-config,4
wallaby,openstack/heat-dashboard,-1
wallaby,openstack/blazar-dashboard,-1
wallaby,openstack/python-blazarclient,-1
wallaby,openstack/nova,15
wallaby,openstack/python-qinlingclient,2
wallaby,openstack/openstack-helm-infra,2
wallaby,openstack/mistral,1
wallaby,openstack/puppet-nova,4
wallaby,openstack/neutron-dynamic-routing,-1
wallaby,openstack/metalsmith,2
wallaby,openstack/puppet-freezer,-1
wallaby,openstack/charm-ceph-iscsi,2
wallaby,openstack/oslo.vmware,-1
wallaby,openstack/openstacksdk,5
wallaby,openstack/glance-tempest-plugin,2
wallaby,openstack/searchlight-ui,3
wallaby,openstack/charm-swift-proxy,10
wallaby,openstack/ironic-prometheus-exporter,-1
wallaby,openstack/election,1
wallaby,openstack/openstack-ansible-os_ironic,1
wallaby,openstack/python-designateclient,-1
wallaby,openstack/puppet-vitrage,-1
wallaby,openstack/charm-manila-ganesha,19
wallaby,openstack/openstack-virtual-baremetal,-1
wallaby,openstack/keystoneauth,1
wallaby,openstack/charm-keystone-ldap,24
wallaby,openstack/devstack-gate,3
wallaby,openstack/puppet-gnocchi,-1
wallaby,openstack/puppet-pacemaker,-1
wallaby,openstack/python-troveclient,-1
wallaby,openstack/puppet-ceilometer,-1
wallaby,openstack/ansible-role-systemd_networkd,1
wallaby,openstack/sahara-dashboard,-1
wallaby,openstack/pymod2pkg,3
wallaby,openstack/cookbook-openstack-ops-messaging,1
wallaby,openstack/loci,1
wallaby,openstack/charm-neutron-dynamic-routing,19
wallaby,openstack/openstack-ansible-plugins,-1
wallaby,openstack/masakari-dashboard,-1
wallaby,openstack/placement,4
wallaby,openstack/python-mistralclient,1
wallaby,openstack/requirements,7
wallaby,openstack/charm-magpie,22
wallaby,openstack/os-brick,-1
wallaby,openstack/monasca-api,-1
wallaby,openstack/keystone,1
wallaby,openstack/monasca-persister,-1
wallaby,openstack/charm-masakari-monitors,19
wallaby,openstack/cyborg,3
wallaby,openstack/mistral-extra,1
wallaby,openstack/osc-placement,2
wallaby,openstack/oslo.limit,-1
wallaby,openstack/python-neutronclient,-1
wallaby,openstack/charm-placement,15
wallaby,openstack/cookbook-openstack-dashboard,1
wallaby,openstack/tacker-horizon,-1
wallaby,openstack/puppet-aodh,-1
wallaby,openstack/openstackclient,2
wallaby,openstack/charm-neutron-api-plugin-ironic,19
wallaby,openstack/openstack-ansible-os_manila,-1
wallaby,openstack/charm-hacluster,22
wallaby,openstack/oslo.service,-1
wallaby,openstack/networking-sfc,1
wallaby,openstack/python-swiftclient,2
wallaby,openstack/zaqar-ui,1
wallaby,openstack/grenade,-1
wallaby,openstack/barbican,2
wallaby,openstack/mistral-dashboard,-1
wallaby,openstack/puppet-swift,2
wallaby,openstack/python-octaviaclient,-1
wallaby,openstack/ironic-python-agent,2
wallaby,openstack/tripleo-specs,1
wallaby,openstack/openstack-ansible-os_horizon,3
wallaby,openstack/charm-deployment-guide,4
wallaby,openstack/os-win,1
wallaby,openstack/puppet-cloudkitty,-1
wallaby,openstack/python-karborclient,1
wallaby,openstack/python-magnumclient,-1
wallaby,openstack/ironic-inspector,2
wallaby,openstack/keystone-tempest-plugin,1
wallaby,openstack/cookbook-openstack-image,1
wallaby,openstack/tripleo-ci-health-queries,-1
wallaby,openstack/puppet-ironic,-1
wallaby,openstack/ironic-ui,1
wallaby,openstack/kuryr-tempest-plugin,1
wallaby,openstack/openstack-helm,1
wallaby,openstack/charm-ceilometer-agent,4
wallaby,openstack/python-masakariclient,-1
wallaby,openstack/puppet-openstack_extras,-1
wallaby,openstack/openstack-zuul-jobs,7
wallaby,openstack/devstack-plugin-ceph,2
wallaby,openstack/tripleo-quickstart,8
wallaby,openstack/openstack-ansible-lxc_hosts,2
wallaby,openstack/oslo.cache,1
wallaby,openstack/puppet-manila,1
wallaby,openstack/masakari-monitors,1
wallaby,openstack/charm-ceph-osd,21
wallaby,openstack/charm-ironic-conductor,21
wallaby,openstack/sushy-oem-idrac,1
wallaby,openstack/karbor-dashboard,3
wallaby,openstack/watcher-dashboard,-1
wallaby,openstack/zun,-1
wallaby,openstack/charm-glance-simplestreams-sync,21
wallaby,openstack/charm-guide,2
wallaby,openstack/python-aodhclient,1
wallaby,openstack/python-manilaclient,1
wallaby,openstack/security-doc,1
wallaby,openstack/project-config,23
wallaby,openstack/ansible-role-systemd_service,1
wallaby,openstack/diskimage-builder,3
wallaby,openstack/puppet-vswitch,1
wallaby,openstack/python-keystoneclient,-1
wallaby,openstack/cookbook-openstackclient,1
wallaby,openstack/ceilometermiddleware,-1
wallaby,openstack/ironic-lib,-1
wallaby,openstack/puppet-octavia,1
wallaby,openstack/charm-barbican-softhsm,-1
wallaby,openstack/tripleo-operator-ansible,2
wallaby,openstack/python-tripleoclient,14
wallaby,openstack/kuryr-kubernetes,2
wallaby,openstack/ansible-role-qdrouterd,1
wallaby,openstack/watcher,-1
wallaby,openstack/cookbook-openstack-identity,1
wallaby,openstack/tripleo-ansible,13
wallaby,openstack/networking-baremetal,-1
wallaby,openstack/openstack-ansible-rabbitmq_server,-1
wallaby,openstack/openstack-ansible-galera_server,1
wallaby,openstack/ironic,8
wallaby,openstack/ceilometer,-1
wallaby,openstack/charm-heat,29
wallaby,openstack/tripleo-heat-templates,27
wallaby,openstack/charm-ceph-proxy,21
wallaby,openstack/cookbook-openstack-network,1
wallaby,openstack/charm-neutron-api-plugin-arista,19
wallaby,openstack/qinling,12
wallaby,openstack/ansible-role-pki,1
wallaby,openstack/cookbook-openstack-telemetry,1
wallaby,openstack/oslo.serialization,-1
wallaby,openstack/openstack-ansible-os_ceilometer,-1
wallaby,openstack/monasca-notification,-1
wallaby,openstack/cookbook-openstack-dns,2
wallaby,openstack/networking-midonet,1
wallaby,openstack/charm-masakari,19
wallaby,openstack/openstack-ansible-os_trove,1
wallaby,openstack/tacker,-1
wallaby,openstack/charm-keystone-kerberos,21
wallaby,openstack/python-cloudkittyclient,-1
wallaby,openstack/openstack-ansible-os_gnocchi,1
wallaby,openstack/kuryr,-1
wallaby,openstack/charm-manila-generic,19
wallaby,openstack/charm-interface-keystone-domain-backend,6
wallaby,openstack/puppet-ec2api,-1
wallaby,openstack/oslo.privsep,-1
wallaby,openstack/tripleo-docs,4
wallaby,openstack/charm-interface-cinder-backend,5
wallaby,openstack/charm-octavia,19
wallaby,openstack/openstack-ansible-os_placement,3
wallaby,openstack/manila-ui,-1
wallaby,openstack/charm-manila,24
wallaby,openstack/ec2-api,-1
wallaby,openstack/puppet-panko,-1
wallaby,openstack/devstack,13
wallaby,openstack/openstack-ansible-os_magnum,1
wallaby,openstack/puppet-qdr,-1
wallaby,openstack/openstack-ansible-os_keystone,4
wallaby,openstack/charm-swift-storage,10
wallaby,openstack/networking-bgpvpn,1
wallaby,openstack/oslo.policy,-1
wallaby,openstack/glance_store,1
wallaby,openstack/charm-barbican-vault,4
wallaby,openstack/charm-trilio-dm-api,10
wallaby,openstack/osc-lib,1
wallaby,openstack/puppet-monasca,-1
wallaby,openstack/storlets,-1
wallaby,openstack/puppet-openstacklib,2
wallaby,openstack/openstack-ansible-repo_server,1
wallaby,openstack/python-solumclient,-1
wallaby,openstack/tripleo-quickstart-extras,8
wallaby,openstack/puppet-tripleo,10
wallaby,openstack/networking-bagpipe,2
wallaby,openstack/openstack-ansible-os_aodh,1
wallaby,openstack/charm-barbican,4
wallaby,openstack/python-tackerclient,-1
wallaby,openstack/openstack-ansible-openstack_hosts,4
wallaby,openstack/charm-neutron-api,10
wallaby,openstack/oslo.db,-1
wallaby,openstack/openstack-ansible-os_murano,1
wallaby,openstack/python-senlinclient,-1
wallaby,openstack/puppet-placement,1
wallaby,openstack/zun-ui,1
wallaby,openstack/octavia,1
wallaby,openstack/ansible-hardening,-1
wallaby,openstack/puppet-openstack_spec_helper,-1
wallaby,openstack/panko,1
wallaby,openstack/oslo.utils,-1
wallaby,openstack/searchlight-specs,3
wallaby,openstack/openstack-ansible-ceph_client,1
wallaby,openstack/cloudkitty,-1
wallaby,openstack/tripleo-common,11
wallaby,openstack/releases,10
wallaby,openstack/puppet-neutron,3
wallaby,openstack/puppet-barbican,1
wallaby,openstack/charm-neutron-gateway,26
wallaby,openstack/masakari-specs,1
wallaby,openstack/masakari,1
wallaby,openstack/kayobe,6
wallaby,openstack/python-cyborgclient,-1
wallaby,openstack/openstack-ansible-os_heat,1
wallaby,openstack/puppet-designate,2
wallaby,openstack/charm-vault,11
wallaby,openstack/python-searchlightclient,2
wallaby,openstack/octavia-dashboard,-1
wallaby,openstack/charm-octavia-dashboard,19
wallaby,openstack/ironic-python-agent-builder,3
wallaby,openstack/heat-translator,-1
wallaby,openstack/openstack-ansible-openstack_openrc,-1
wallaby,openstack/os-collect-config,-1
wallaby,openstack/neutron-vpnaas,-1
wallaby,openstack/magnum-tempest-plugin,2
wallaby,openstack/puppet-keystone,1
wallaby,openstack/puppet-tacker,-1
wallaby,openstack/charm-ceph-radosgw,21
wallaby,openstack/openstack-tempest-skiplist,4
wallaby,openstack/openstack-ansible-os_zun,2
xena,openstack/puppet-tempest,-1
xena,openstack/octavia-tempest-plugin,2
xena,openstack/ansible-role-collect-logs,1
xena,openstack/openstack-helm-images,3
xena,openstack/stevedore,-1
xena,openstack/charm-nova-cell-controller,-1
xena,openstack/blazar,-1
xena,openstack/senlin,-1
xena,openstack/charm-designate-bind,-1
xena,openstack/puppet-mistral,1
xena,openstack/senlin-dashboard,4
xena,openstack/enterprise-wg,1
xena,openstack/oslo.context,-1
xena,openstack/neutron-lbaas-dashboard,1
xena,openstack/designate,1
xena,openstack/oslo.metrics,-1
xena,openstack/openstack-ansible-os_cloudkitty,-1
xena,openstack/neutron,19
xena,openstack/validations-libs,2
xena,openstack/puppet-senlin,1
xena,openstack/workload-ref-archs,1
xena,openstack/sushy,1
xena,openstack/charm-glance,-1
xena,openstack/openstack-ansible-os_mistral,1
xena,openstack/ops-tags-team,1
xena,openstack/charm-cinder,1
xena,openstack/ovn-octavia-provider,-1
xena,openstack/openstack-ansible-os_barbican,-1
xena,openstack/barbican-tempest-plugin,1
xena,openstack/python-openstackclient,4
xena,openstack/tempest,6
xena,openstack/magnum,-1
xena,openstack/cloudkitty-dashboard,-1
xena,openstack/python-heatclient,-1
xena,openstack/charm-ceph-dashboard,1
xena,openstack/charm-ceph-rbd-mirror,-1
xena,openstack/openstack-ansible-os_rally,-1
xena,openstack/charm-designate,-1
xena,openstack/openstack-ansible-tests,3
xena,openstack/charm-aodh,-1
xena,openstack/os-ken,-1
xena,openstack/charm-trilio-wlm,1
xena,openstack/cookbook-openstack-integration-test,1
xena,openstack/networking-generic-switch,-1
xena,openstack/heat,2
xena,openstack/octavia-lib,-1
xena,openstack/monasca-thresh,-1
xena,openstack/tripleo-validations,7
xena,openstack/monasca-agent,1
xena,openstack/puppet-oslo,1
xena,openstack/glance,4
xena,openstack/neutron-specs,1
xena,openstack/charm-ceph-fs,-1
xena,openstack/oslo.messaging,-1
xena,openstack/cinder,2
xena,openstack/oslo.config,1
xena,openstack/puppet-openstack-integration,1
xena,openstack/python-ironicclient,1
xena,openstack/manila-tempest-plugin,1
xena,openstack/python-cinderclient,1
xena,openstack/charm-octavia-diskimage-retrofit,-1
xena,openstack/ovsdbapp,2
xena,openstack/openstack-ansible-os_tempest,-1
xena,openstack/kayobe-config-dev,2
xena,openstack/zaqar,-1
xena,openstack/governance,2
xena,openstack/rpm-packaging,-1
xena,openstack/castellan,-1
xena,openstack/openstack-ansible-os_cinder,3
xena,openstack/charm-neutron-openvswitch,-1
xena,openstack/aodh,3
xena,openstack/puppet-ovn,1
xena,openstack/python-dracclient,-1
xena,openstack/openstack-ansible-os_glance,-1
xena,openstack/charm-gnocchi,-1
xena,openstack/openstack-ansible-os_nova,3
xena,openstack/puppet-heat,1
xena,openstack/tripleo-upgrade,2
xena,openstack/kolla-ansible,3
xena,openstack/openstack-ansible-lxc_container_create,-1
xena,openstack/charm-pacemaker-remote,-1
xena,openstack/charm-mysql-router,-1
xena,openstack/cliff,2
xena,openstack/charm-rabbitmq-server,-1
xena,openstack/charms.ceph,-1
xena,openstack/puppet-murano,1
xena,openstack/openstack-ansible-os_zun,-1
xena,openstack/charm-ironic-api,-1
xena,openstack/charm-keystone,-1
xena,openstack/heat-agents,-1
xena,openstack/trove,-1
xena,openstack/horizon,1
xena,openstack/python-barbicanclient,-1
xena,openstack/cinderlib,-1
xena,openstack/charm-nova-cloud-controller,1
xena,openstack/pbr,1
xena,openstack/charm-nova-compute,1
xena,openstack/charm-trilio-data-mover,1
xena,openstack/puppet-glance,1
xena,openstack/tooz,-1
xena,openstack/python-novaclient,2
xena,openstack/blazar-nova,-1
xena,openstack/adjutant,-1
xena,openstack/charms.openstack,2
xena,openstack/os-vif,1
xena,openstack/openstack-ansible-haproxy_server,1
xena,openstack/openstack-ansible-os_swift,-1
xena,openstack/ansible-collections-openstack,-1
xena,openstack/puppet-sahara,1
xena,openstack/python-monascaclient,1
xena,openstack/neutron-lib,6
xena,openstack/neutron-tempest-plugin,3
xena,openstack/os-net-config,2
xena,openstack/openstack-ansible-os_neutron,3
xena,openstack/tripleo-repos,1
xena,openstack/murano,-1
xena,openstack/xstatic-angular,1
xena,openstack/tripleo-image-elements,3
xena,openstack/charm-cinder-purestorage,1
xena,openstack/networking-odl,2
xena,openstack/puppet-cinder,1
xena,openstack/automaton,-1
xena,openstack/vitrage-dashboard,7
xena,openstack/sahara,1
xena,openstack/puppet-zaqar,1
xena,openstack/magnum-ui,-1
xena,openstack/compute-hyperv,-1
xena,openstack/puppet-trove,1
xena,openstack/kolla,3
xena,openstack/puppet-watcher,1
xena,openstack/zun-tempest-plugin,1
xena,openstack/networking-hyperv,-1
xena,openstack/cookbook-openstack-bare-metal,-1
xena,openstack/tripleo-ci,8
xena,openstack/ironic-tempest-plugin,1
xena,openstack/ansible-role-python_venv_build,-1
xena,openstack/charm-cinder-backup-swift-proxy,-1
xena,openstack/manila,4
xena,openstack/cookbook-openstack-compute,-1
xena,openstack/charm-mysql-innodb-cluster,-1
xena,openstack/puppet-rally,-1
xena,openstack/validations-common,4
xena,openstack/cinder-tempest-plugin,2
xena,openstack/python-glanceclient,-1
xena,openstack/python-watcherclient,-1
xena,openstack/charm-openstack-dashboard,-1
xena,openstack/cinder-specs,1
xena,openstack/designate-dashboard,4
xena,openstack/swift,-1
xena,openstack/ansible-role-lunasa-hsm,-1
xena,openstack/bifrost,2
