id,changes,projects,age
31836,5,4,61
32079,1,1,0
31106,5,1,237
23314,99,55,1183
25011,12,8,1225
31903,3,2,41
31209,8,3,87
29303,1,1,0
30133,56,11,430
29671,3,3,56
20301,5,3,1586
31991,1,1,0
27336,89,74,805
31004,45,2,259
32057,1,1,0
31516,1,1,0
27420,18,2,512
30920,7,1,275
28470,3,2,539
28948,22,12,613
31648,3,2,90
29650,7,1,485
14287,30,10,1916
25251,27,1,1160
27141,2,1,317
30650,9,2,137
15237,11,7,1916
2592,272,21,2996
8878,249,20,2288
29405,17,2,526
29236,34,3,558
30575,1,1,0
30842,3,2,276
30458,2,2,248
31939,2,1,14
30456,3,2,0
23467,10,2,454
31256,4,2,194
31446,7,7,0
14070,850,49,1904
22799,79,49,1194
6873,4357,93,2573
30322,17,4,389
31988,1,1,0
22259,22,19,1332
27582,1,1,0
28354,3,2,535
30598,8,5,332
7923,615,31,2523
18795,226,37,1677
22595,53,16,1397
29147,2,2,183
31880,2,1,22
1916,188,28,3059
31971,2,2,0
31817,3,3,34
26463,45,12,925
31957,1,1,0
24580,27,10,1202
27302,37,10,826
970,1111,32,3101
29125,7,3,589
31943,2,1,0
30907,1,1,0
22437,5,5,1414
30110,4,3,420
13915,78,7,1981
31707,2,2,28
18955,167,18,1610
30009,7,1,404
16615,43,14,1791
11692,27,12,2164
31565,7,3,35
28050,6,1,735
30428,15,1,155
16211,2,2,14
31615,2,1,20
30636,3,1,6
19118,13,3,1595
18480,5,4,827
23312,47,46,962
31456,1,1,0
31892,1,1,0
28208,21,9,709
31643,2,1,37
31885,1,1,0
22290,13,6,947
27614,22,9,829
30357,11,4,357
31568,6,1,48
31872,2,1,0
30927,10,7,201
28570,6,2,326
29620,2,1,262
28917,1,1,0
11085,17,10,1139
26340,253,22,1020
21714,31,9,1151
10022,131,13,1515
5950,143,29,2656
29614,2,2,502
31416,2,1,57
29615,9,1,500
31675,1,1,0
10311,77,14,2073
29539,6,1,505
22578,5,2,1008
16668,30,2,1738
31674,1,1,0
31539,7,1,71
25837,35,7,814
31563,2,2,12
1523,17,7,2297
30418,2,2,334
11503,9,6,1883
21672,65,11,747
9921,1,1,0
31694,1,1,0
1446,35,17,2907
24999,21,2,1044
31790,1,1,0
6610,362,45,2580
10864,3,1,252
27068,121,26,898
27462,11,1,585
26588,19,3,712
21224,153,16,1221
31021,1,1,0
28613,71,27,602
31449,3,3,45
3099,285,14,2830
31418,2,2,27
23317,284,190,1163
6133,298,33,2690
29269,4,2,126
31464,2,1,84
17591,540,12,1574
28071,17,3,666
31500,2,1,0
27633,6,3,644
25817,8,5,46
14807,28,11,1615
28452,13,2,606
29503,26,5,471
28628,6,3,582
31562,2,2,48
31738,1,1,0
31619,1,1,0
6924,588,39,2503
25648,8,3,982
30728,3,3,135
26570,23,1,360
10108,2,1,174
29344,14,3,475
20322,1,1,0
31670,1,1,0
31693,1,1,0
31631,1,1,0
15362,8,4,1300
31182,7,2,136
31502,3,1,0
28375,1,1,0
31669,2,1,6
31647,2,1,14
28285,1,1,0
14570,21,10,1854
30735,3,3,146
8125,74,16,2348
21741,44,7,1394
31580,2,2,23
24100,17,2,534
29864,5,2,378
26546,24,6,917
21314,28,8,1354
31460,1,1,0
25113,23,5,942
30113,2,2,308
30547,6,3,130
15279,12,8,1741
20401,91,59,1414
22534,14,4,1189
31651,1,1,0
30857,3,2,6
30004,3,1,9
14131,80,11,1854
9712,643,50,2147
30442,6,5,111
31210,3,1,44
31572,10,2,10
26867,4,2,887
13734,210,12,1937
23924,6,4,581
30298,40,19,294
30173,2,1,291
29525,9,6,453
29013,5,2,110
26839,1,1,0
27589,15,6,552
25290,5,3,159
16845,33,12,1360
31012,4,1,138
29124,24,1,506
9057,7,4,2045
30687,8,2,209
12050,16,2,1825
9625,145,17,2035
290,94,16,2829
31556,1,1,0
31574,1,1,0
31577,1,1,0
29792,4,2,316
19956,44,7,1496
13438,39,13,1875
31536,1,1,0
11444,52,26,2081
31541,1,1,0
28718,8,2,330
19519,2,2,374
10873,1398,84,2120
25820,17,12,953
28714,31,5,440
30221,28,10,291
29874,10,3,315
8532,130,13,2280
18051,10,3,1511
28374,31,2,118
13009,274,12,1962
25591,8,6,1021
30669,3,3,134
31093,5,2,96
29201,7,6,474
30844,4,2,147
27781,254,165,689
22078,7,6,957
30736,2,1,12
23060,263,14,1244
26422,17,1,797
22098,1,1,0
17896,29,8,1056
31357,2,1,0
31467,1,1,0
26970,17,12,733
28988,1,1,0
31333,2,2,6
27822,633,239,624
10206,223,24,2121
30883,6,6,121
30657,3,2,171
2889,408,28,2764
13770,13,5,1868
27772,1,1,0
31204,4,4,54
19990,64,7,1444
31429,1,1,0
30717,29,25,84
31107,1,1,0
26931,8,2,763
28949,4,1,354
26628,2,2,773
12281,117,10,1557
28082,13,1,478
28402,2,1,230
31189,3,3,40
8716,55,14,1954
21914,4,2,538
26490,42,38,823
16006,66,16,806
19714,1,1,0
10237,153,20,2109
55,82,10,2946
27386,45,33,684
30107,2,2,263
20523,191,61,1388
31347,1,1,0
13478,108,19,1795
30679,2,2,139
31336,1,1,0
15064,25,2,237
24919,7,4,1041
30410,11,1,111
23781,2,2,56
31286,1,1,0
27941,5,4,619
26359,19,6,868
31314,1,1,0
21302,47,5,1284
12542,109,23,1925
31300,1,1,0
21284,40,9,1320
31293,1,1,0
30272,7,2,97
15692,49,3,1699
29579,4,1,351
31282,1,1,0
16036,9,4,251
22206,3,1,8
25138,9,2,563
17776,236,45,1543
30692,3,2,37
8749,316,15,2226
31246,1,1,0
29970,28,4,259
29745,12,2,195
31255,1,1,0
28502,5,1,83
22948,64,16,779
29834,6,1,181
29272,16,2,346
31243,1,1,0
26387,5,1,293
6577,312,21,2485
29239,7,5,395
2062,120,23,2846
28180,19,2,420
31221,1,1,0
12193,62,5,1912
22042,10,4,1201
29549,2,2,255
20100,16,4,1227
20191,181,34,1379
30942,1,1,0
30619,4,2,127
31216,1,1,0
8932,192,29,2206
27887,2,1,606
261,423,19,2914
31055,3,2,11
29291,11,2,312
31197,7,7,2
30944,2,2,46
2696,42,3,2793
10607,317,46,2055
21111,23,5,1294
30814,11,10,59
23125,2,1,741
30309,5,3,141
27079,7,3,662
16353,11,5,670
26936,93,8,737
19098,10,3,308
28471,4,2,99
330,436,16,2996
7016,324,16,2293
10413,5,3,1033
30775,2,1,68
31103,1,1,0
31071,1,1,0
30740,8,3,48
16511,75,11,1558
26916,5,1,733
28396,24,1,477
30722,4,1,80
30200,3,3,158
745,2,2,2578
9995,64,7,2032
30445,2,2,104
18591,495,11,1475
31074,1,1,0
30900,3,3,6
30960,6,3,19
30537,1,1,0
28777,11,4,126
4187,69,15,1720
30796,4,3,60
28063,7,3,76
29222,121,23,369
27316,2,2,2
30235,1,1,0
26449,14,4,617
31053,1,1,0
7186,26,10,2369
6876,65,10,2417
21883,76,18,805
29804,1,1,0
30220,3,2,110
31031,2,2,4
11880,41,7,1938
28258,4,1,63
2394,173,33,2728
29556,5,3,12
518,29,13,2894
29278,12,3,310
21922,102,14,1212
4128,62,35,2247
19316,457,8,1384
31019,2,1,0
28463,2,1,12
27978,5,3,504
29502,3,1,130
29062,9,4,87
30297,3,1,151
26233,10,6,669
31001,5,5,0
30159,3,1,174
27550,5,2,630
22321,3,1,565
29106,7,1,342
24817,2,2,1
29979,3,3,139
5754,469,16,2519
2903,585,39,2483
1653,1394,42,2873
9098,89,19,2050
30975,1,1,0
29941,3,2,210
14162,49,11,1644
25630,9,3,701
30970,1,1,0
30661,2,1,4
8362,14,5,1855
28100,3,2,503
24938,1,1,0
29908,2,2,151
4428,382,42,2319
30772,2,1,32
30957,1,1,0
13570,1,1,0
28875,7,2,195
22484,279,127,1160
28322,2,1,192
13348,1,1,0
27979,6,3,308
24005,22,8,1035
15222,12,5,1576
28011,13,2,507
30891,1,1,0
8116,27,9,2191
30881,1,1,0
30099,15,5,166
23186,622,23,1069
16896,879,421,1529
7185,70,9,2332
30648,2,2,40
30845,1,1,0
8580,47,13,1735
30198,5,2,63
30013,14,3,167
19766,7,4,1275
13637,25,9,1606
29796,4,2,213
29311,2,1,99
1607,141,29,2547
24250,24,3,897
27632,2,2,581
27532,10,3,567
27215,32,4,608
27742,2,2,561
1918,68,17,2810
23364,2,2,620
27683,2,2,571
28543,177,125,382
27622,2,2,579
27626,2,2,579
30788,2,1,5
17499,352,174,1454
28080,1,1,0
20229,318,19,1297
24757,2,1,906
16274,36,11,1554
30666,1,1,0
28504,61,8,402
20722,124,12,1123
30683,4,1,21
28186,2,2,55
5367,763,40,2471
29811,2,2,58
2874,355,37,2691
29958,6,2,149
7141,69,12,2297
13370,2,2,1448
8097,2,2,649
14173,18,8,1621
30451,1,1,0
28140,8,1,125
25564,25,10,763
1091,53,10,1997
7404,295,17,1912
29831,2,1,121
25733,28,8,834
13111,125,22,1483
29364,12,2,146
30729,2,2,0
11391,167,28,1775
29130,1,1,0
29668,10,4,192
12323,99,26,1835
30603,2,2,28
14123,6,5,1694
28248,6,3,14
17880,124,7,1262
30698,1,1,0
15209,11,5,1495
8674,54,7,2133
6579,152,16,1657
30629,2,1,11
29964,2,2,127
20106,48,4,1226
30689,1,1,0
30278,2,1,86
8478,42,11,2151
28435,12,2,148
23735,86,18,830
29554,1,1,0
26143,3,1,762
12743,2,2,580
28940,6,1,209
6812,1,1,0
19490,4,1,51
30658,1,1,0
30656,1,1,0
25587,14,12,802
25553,69,33,822
28370,8,2,372
24797,3,3,200
26040,58,43,166
30484,1,1,0
30170,18,3,93
22713,4,3,175
29165,6,6,280
30587,1,1,0
29415,1,1,0
30204,1,1,0
19124,4,2,95
29845,1,1,0
29451,4,2,217
15309,107,24,1516
29907,2,2,110
19457,46,14,1132
30038,1,1,0
11278,327,18,1846
28655,1,1,0
28758,2,1,0
30143,2,1,69
30252,2,1,14
29132,6,2,55
26299,5,2,693
28239,18,12,117
29238,7,3,196
30593,1,1,0
24504,41,16,922
21537,183,6,914
18152,9,7,337
30571,1,1,0
29377,2,2,210
28608,13,8,344
10112,47,11,1945
27738,6,2,500
28710,5,1,327
7822,183,22,2146
25231,1,1,0
30302,1,1,0
15439,13,3,1460
28459,2,1,95
7065,287,29,1817
30044,1,1,0
29738,2,1,5
20863,257,76,1183
30551,1,1,0
30288,1,1,0
27056,8,4,601
21892,8,2,708
10670,165,19,1912
5624,11,5,1041
30084,2,1,86
28025,9,2,433
30464,1,1,0
25048,3,2,629
24168,2,1,331
9171,311,10,2040
30531,1,1,0
29455,2,1,0
26297,648,280,454
11479,66,5,1835
14270,18,6,1253
18142,12,7,1364
17109,13,8,1407
8767,80,12,2067
29888,1,1,0
26981,1,1,0
30492,1,1,0
1063,192,14,2700
16258,27,3,1184
30296,1,1,0
396,8,4,2738
20866,105,12,1159
19159,283,14,1288
21830,19,4,785
17765,131,26,1207
25946,19,2,522
30154,5,1,55
30218,3,3,38
28889,12,11,167
15888,256,29,1494
28412,2,2,153
27842,2,2,41
29657,5,2,155
30223,1,1,0
29995,16,1,77
23717,112,22,906
30396,5,3,4
8911,93,35,1710
128,12,9,2131
29299,1,1,0
28185,1,1,0
29866,4,3,6
21797,270,61,1059
25674,44,8,757
30383,1,1,0
27898,147,30,400
704,84,14,2749
2799,1011,77,2426
28245,1,1,0
16520,65,6,1415
29134,2,1,3
30365,1,1,0
30363,1,1,0
21723,48,16,1052
30324,3,3,2
18851,150,11,1293
24132,30,12,903
6834,2,1,18
30354,1,1,0
21369,27,16,1111
27459,11,2,237
19156,9,3,1137
10980,255,32,1781
13323,204,19,1679
9146,3,2,1882
6541,2,2,61
2271,457,31,2662
23140,10,5,376
29793,12,1,99
26575,1,1,0
26133,7,2,552
28373,38,8,315
16352,623,38,1309
30274,1,1,0
11580,46,7,1487
30148,2,2,20
21907,13,2,255
30250,1,1,0
8768,58,10,1851
26365,3,2,169
30132,3,3,20
16363,8,3,54
24687,13,7,461
26505,4,2,195
17120,170,17,1334
30177,4,2,11
9076,3,2,1689
30158,12,4,9
21451,13,5,1082
15984,487,5,1357
30175,2,1,6
16251,2,2,890
29598,1,1,0
29674,5,2,102
30197,1,1,0
26569,9,2,482
15905,482,179,1354
2245,150,28,2644
24470,5,4,844
3217,6,5,2397
18204,4,3,162
16963,5,4,934
28363,1,1,0
10608,169,26,1675
29068,2,2,183
29725,2,2,21
29572,3,2,121
4,963,33,2801
8994,20,11,1866
29383,19,2,146
24165,21,3,788
29839,1,1,0
27458,17,5,469
26968,13,2,510
28695,13,5,232
30144,1,1,0
27060,18,8,512
27977,10,6,329
29960,5,2,21
29431,1,1,0
30128,1,1,0
16960,10,1,1338
25259,2,2,22
23381,1,1,0
28507,1,1,0
26286,9,2,291
17893,64,18,1103
29675,7,3,76
26139,13,8,645
16069,7,2,708
10850,131,16,1727
30109,1,1,0
27654,186,21,420
24131,25,6,726
4355,121,11,2430
30000,1,1,0
30031,1,1,0
23488,2,1,17
20675,15,7,1075
27983,4,1,354
30087,1,1,0
28287,2,2,155
23163,784,45,935
27078,36,10,508
26196,6,3,582
12259,75,8,1707
22899,8,2,933
29254,3,2,148
8788,213,18,1925
26925,4,2,299
26541,42,12,559
30033,1,1,0
8757,25,3,1731
5623,262,19,2213
25186,12,3,358
30015,1,1,0
29850,2,1,32
8725,1,1,0
29625,5,5,7
6678,24,7,2055
29209,13,2,149
27092,1,1,0
23913,130,48,844
25111,38,15,707
16203,74,6,1276
18916,2,2,874
28434,1,1,0
26899,7,2,474
29514,3,2,89
18320,150,41,1116
17126,2,1,149
29369,6,1,111
20868,91,45,547
29335,5,4,106
27153,579,127,371
24,525,126,2694
27488,11,7,264
26339,31,4,450
28665,18,10,214
13493,1,1,0
28646,7,2,199
24042,10,5,835
29921,1,1,0
29823,1,1,0
23942,17,6,629
2813,1360,55,2207
25588,3,2,527
29910,1,1,0
28521,97,57,230
7272,3,2,1782
28331,12,5,31
29399,1,1,0
28883,1,1,0
22680,9,1,761
26222,44,9,571
17270,17,4,1298
12156,9,2,1624
27794,2,1,34
22895,5,2,72
29853,1,1,0
28869,3,2,81
17556,26,3,820
29828,3,2,8
25618,10,4,489
7614,7,4,1455
22420,3,2,26
29423,146,104,80
23625,25,7,844
20970,168,18,1041
28518,2,2,83
25764,13,1,622
25643,5,2,185
22013,7,2,833
28931,3,3,16
13945,1,1,0
14027,85,20,1410
7385,713,66,2095
8688,114,24,1965
26134,16,2,478
16523,134,71,1247
19930,80,23,714
21041,59,3,514
4328,1548,46,2393
29721,60,52,27
7872,206,25,2042
28637,20,16,195
20378,129,31,1069
24188,4,3,562
29817,1,1,0
25562,78,31,653
29820,1,1,0
12906,13,4,1192
27681,2,1,364
29808,1,1,0
17888,145,9,1251
13557,33,3,1337
29786,1,1,0
29790,1,1,0
29795,1,1,0
23969,3,2,803
29766,5,1,6
19055,246,14,1049
28563,11,9,127
19307,32,6,1091
27593,20,6,350
29355,2,1,78
7509,384,12,2072
28935,208,126,140
23081,138,17,696
27385,62,56,358
27372,38,27,392
26507,125,6,517
29297,3,1,35
29558,10,9,16
29720,1,1,0
23449,11,1,776
15648,22,5,1363
28433,10,3,111
21740,14,6,883
29233,2,1,69
24574,14,3,755
23561,45,8,844
6488,546,43,2216
8021,42,11,1940
16881,2,2,207
10644,26,5,1765
21691,328,169,958
10384,118,17,1575
18085,15,10,1226
11869,353,44,889
12015,29,6,1653
16635,37,3,1241
29709,1,1,0
10267,95,14,1493
29639,2,2,21
27012,12,5,451
10857,3,3,932
27581,3,1,5
29717,1,1,0
27471,17,12,51
29465,1,1,0
29574,5,3,16
21967,2,1,0
21987,3,3,940
21479,27,7,768
29602,2,2,1
14790,426,24,1401
10061,28,16,1612
28376,2,2,202
15685,44,23,831
25493,3,3,565
27566,15,12,317
29446,2,2,12
12024,24,8,1407
29638,2,2,11
28438,2,2,0
19115,2,2,941
25747,82,57,607
25067,35,21,638
22936,1,1,0
26678,4,2,229
17280,230,22,1179
28489,4,2,81
14749,17,3,1282
26898,1,1,0
25431,17,13,641
20717,1,1,0
6598,67,11,2042
27507,24,21,332
29677,1,1,0
27549,54,38,330
11561,162,18,1554
29655,1,1,0
28454,2,1,180
15961,64,6,1295
28671,14,3,128
28541,1,1,0
11481,1,1,0
29370,3,1,46
29339,5,1,49
28035,11,3,235
17709,82,4,1218
29542,1,1,0
25865,9,3,591
19461,19,1,1110
29452,3,3,31
25547,6,2,451
27143,27,11,391
26776,27,20,324
7,457,32,2682
29035,1,1,0
29256,2,2,0
27299,1,1,0
21897,32,6,644
29051,15,4,92
16628,73,15,1207
19494,4,3,51
26775,50,48,327
20280,1,1,0
27000,2,2,311
20156,102,24,985
24831,2,2,693
18368,46,6,385
21050,1,1,0
28961,4,2,56
29601,1,1,0
28885,1,1,0
2243,674,18,2533
24297,23,13,706
1390,318,17,2568
28592,5,2,152
20751,8,5,852
27253,21,8,343
21032,8,3,746
28534,1,1,0
27181,21,1,294
25936,27,6,545
29342,1,1,0
7219,143,17,1782
20088,1,1,0
20936,67,11,965
19644,45,6,1066
20354,6,5,1022
26892,2,2,433
23211,7,2,825
27995,4,1,104
29530,1,1,0
21794,15,4,762
29400,2,1,14
28842,10,10,83
27382,11,8,305
25388,50,18,606
29507,1,1,0
27366,29,27,302
22124,3,3,800
29495,1,1,0
10905,1,1,0
29390,1,1,0
27368,29,24,279
27370,20,8,298
27496,10,2,278
27346,23,17,298
27511,34,19,299
15857,51,6,1215
27866,2,2,0
18665,19,8,1108
1561,1121,40,2517
24454,3,2,416
29053,9,2,59
28956,77,49,31
9701,14,9,1624
22102,3,2,407
15471,131,25,1211
29167,2,2,9
21486,294,196,883
29438,1,1,0
11069,28,14,1659
9317,140,18,1812
9172,129,9,1833
29093,2,2,40
25903,367,219,539
29432,1,1,0
28411,5,1,146
29434,1,1,0
15834,11,6,1313
28174,37,23,149
29354,1,1,0
27069,47,4,370
14614,139,14,1324
29373,1,1,0
29402,1,1,0
28235,1,1,0
29412,1,1,0
11915,368,26,1602
29381,1,1,0
21470,7,4,743
29362,1,1,0
17246,1,1,0
27749,2,2,31
17860,157,15,1174
29378,1,1,0
91,107,14,2542
29039,1,1,0
29366,1,1,0
29356,2,2,0
29365,1,1,0
16365,3,3,839
29352,1,1,0
20560,33,6,921
14806,59,11,1267
12715,279,29,1532
24833,1,1,0
27193,1,1,0
11365,7,1,146
27926,2,1,17
13953,72,14,1439
6637,276,27,1538
29014,1,1,0
7189,5,1,39
25238,9,2,608
25838,3,2,497
29043,1,1,0
28926,4,2,0
28012,2,2,105
28427,58,44,108
28581,1,1,0
19578,119,12,972
27173,7,1,134
27349,14,2,270
29309,1,1,0
28054,3,3,196
8148,6,6,1864
16479,39,3,722
22016,4,2,775
29261,1,1,0
29267,1,1,0
29263,1,1,0
26311,27,7,393
27641,5,2,266
8686,89,17,1610
26598,14,5,425
11782,45,20,1023
23512,9,1,674
28226,1,1,0
29213,2,1,6
24407,9,5,646
16551,11,1,791
26790,12,4,400
23303,81,63,716
29230,1,1,0
29181,2,1,8
26288,28,1,102
13426,13,4,1451
24427,16,4,517
22072,3,3,370
21657,5,2,104
27668,2,1,106
14538,15,4,290
16448,17,12,821
29208,1,1,0
8058,1,1,0
16012,7,3,922
25601,13,3,540
12946,2,2,1406
8446,45,7,1836
26181,13,7,342
27602,3,2,53
27950,1,1,0
28099,1,1,0
28176,27,21,118
29188,1,1,0
29186,1,1,0
3185,147,28,2236
22786,1,1,0
28653,3,3,75
16171,38,6,1179
18483,1,1,0
26402,5,1,85
9044,41,4,1712
19705,1,1,0
25575,28,2,537
23083,192,13,749
24952,33,2,497
27578,16,1,258
29138,1,1,0
28028,2,1,3
28529,3,2,87
23848,14,5,551
9610,9,7,632
13487,7,2,988
27008,40,2,340
11969,286,9,1534
23458,97,7,639
22776,22,8,763
11159,307,13,1353
14766,35,3,1300
13747,35,9,1175
23517,189,19,582
28782,1,1,0
29080,1,1,0
26972,6,4,307
20369,14,4,835
28799,2,1,40
17505,51,17,1142
13807,3,3,545
7769,66,11,1919
28304,1,1,0
28780,1,1,0
27766,35,18,216
29029,1,1,0
13629,39,7,987
29050,1,1,0
2376,48,11,2337
28704,1,1,0
28627,1,1,0
16124,3,3,1056
28101,7,3,92
12455,67,14,1510
26767,8,2,348
28726,6,5,34
14320,91,56,1110
22540,1,1,0
29012,4,2,0
14151,559,62,1310
24635,38,5,612
21747,17,6,551
26235,5,1,322
28716,2,2,40
27961,3,2,157
27733,5,3,125
18997,30,3,950
21518,4,3,728
25740,49,26,467
14090,3,2,1369
20121,1,1,0
28850,1,1,0
28958,1,1,0
9820,100,10,1604
26815,2,2,352
28474,1,1,0
26355,6,4,371
22694,96,12,769
21781,100,10,830
27741,1,1,0
26464,21,5,382
4268,36,8,1068
28915,1,1,0
28846,1,1,0
8406,2,2,183
25891,11,5,385
27369,1,1,0
25284,42,28,517
27361,20,18,212
22608,40,2,491
26095,24,4,422
28530,2,1,29
11672,51,37,1364
26488,3,2,376
28887,1,1,0
7160,3,1,1440
19137,4,4,908
28891,1,1,0
24115,13,4,507
6851,30,18,1591
28696,5,2,9
25171,21,8,542
28328,3,2,77
25273,35,3,476
7921,106,4,1599
21686,37,6,812
8276,175,32,1707
7567,5,5,1639
13157,73,8,215
16253,4,4,40
26642,3,3,0
21428,57,24,781
19140,38,1,980
23133,5,3,216
21626,70,13,768
28569,2,1,26
25695,67,40,444
18288,11,1,883
26198,6,1,409
28847,2,1,0
28815,1,1,0
28811,1,1,0
28802,1,1,0
28730,3,1,0
24654,2,2,277
14581,8,3,819
27882,1,1,0
18503,13,2,231
9155,24,2,864
16513,11,2,462
25167,39,11,206
28783,1,1,0
25571,158,79,485
28171,3,1,85
15285,5,3,793
28708,1,1,0
28414,1,1,0
24319,3,2,1
21875,2,1,48
9631,26,13,1482
16367,45,22,551
23226,67,5,629
28744,1,1,0
23885,27,2,639
12076,181,12,1304
19554,169,61,907
28003,21,21,0
26460,5,5,302
23479,4,3,382
20905,6,2,863
25568,18,8,479
28278,26,26,38
21113,10,4,680
1297,1748,63,2350
18180,2,1,65
6159,1242,404,2023
26072,113,76,414
28157,1,1,0
28212,1,1,0
19853,216,125,901
25221,33,8,436
22560,3,2,97
28649,3,2,7
22683,20,4,698
28693,1,1,0
28694,1,1,0
24645,48,7,558
15100,158,9,1196
25456,186,12,483
23840,159,9,640
28556,2,1,19
24739,42,3,461
23235,41,2,663
1054,18,4,2047
9107,561,53,1716
20223,3,3,618
17190,6,3,154
17272,8,2,1094
14764,19,7,1244
28643,3,3,1
19224,46,12,259
25907,10,3,431
11827,253,14,1483
21014,1,1,0
10303,2,2,53
28650,1,1,0
17780,24,7,1062
21561,3,2,157
9176,79,16,1612
23944,1,1,0
28632,1,1,0
28162,4,2,8
24638,7,2,562
22255,291,129,752
28617,1,1,0
15695,11,8,252
28111,2,1,0
26435,5,5,2
12408,23,8,1142
22421,6,4,740
19944,23,5,264
12924,116,11,1373
28603,1,1,0
27743,3,3,21
25058,21,9,469
28460,1,1,0
23276,11,4,514
25664,4,4,450
21558,8,5,799
15405,2,1,0
28562,1,1,0
28584,1,1,0
28217,3,1,16
28400,1,1,0
28293,4,1,24
28487,1,1,0
27191,14,12,43
7080,81,15,1833
19741,153,22,823
26405,26,9,284
26733,23,11,274
2583,14,9,2308
26086,1,1,0
23630,106,46,635
22582,106,27,710
28542,1,1,0
12080,11,10,1145
27201,5,2,204
2622,399,11,2305
24904,2,2,145
16710,85,12,701
22323,16,5,696
21151,39,12,471
19844,5,1,149
26006,6,2,59
17386,25,7,763
28261,1,1,0
21341,1,1,0
28055,1,1,0
11186,26,1,838
23414,24,2,326
6763,304,37,1790
27678,30,25,132
7715,104,11,1785
25395,72,10,467
27577,29,12,161
7012,75,19,1756
9961,26,3,1615
17549,22,18,294
22299,26,8,461
17144,1,1,0
1921,453,39,1963
28493,1,1,0
28492,1,1,0
27212,3,1,37
26791,1,1,0
26101,15,5,371
28453,1,1,0
19532,3,2,567
18014,8,5,774
22604,17,7,630
28456,1,1,0
28457,1,1,0
28397,2,2,5
28445,1,1,0
28443,1,1,0
28409,1,1,0
28333,3,1,16
10063,257,18,1597
27300,5,1,193
8700,1,1,0
21099,24,2,781
24147,29,9,544
28406,1,1,0
27695,8,2,70
28419,1,1,0
28203,1,1,0
19318,2,2,109
28394,1,1,0
16358,5,3,1097
6525,36,11,1476
333,557,19,2362
28158,1,1,0
28387,1,1,0
23215,2,1,304
28320,1,1,0
8246,1883,34,1523
18971,199,7,928
27576,7,3,120
24713,7,4,344
8873,261,20,1662
28359,2,1,0
18409,11,4,246
25376,10,4,397
23417,5,3,349
9029,8,2,1114
28352,1,1,0
10155,3,2,69
28338,1,1,0
12659,2,2,483
28281,4,1,3
7069,153,21,1894
7764,24,7,1755
26948,2,2,243
26151,21,10,333
17795,53,17,803
28284,2,1,1
28279,1,1,0
26445,11,3,271
15699,185,50,1137
28290,1,1,0
14084,29,12,970
15492,16,9,750
24679,1,1,0
28251,1,1,0
25033,40,8,442
13343,129,6,1322
19849,5,3,772
21414,80,9,652
28225,1,1,0
25638,10,3,361
25073,77,62,425
6735,132,15,1932
27800,1,1,0
18242,51,12,942
13912,121,29,1183
18889,5,2,402
19564,62,8,883
28192,1,1,0
26079,21,21,347
12112,125,2,1250
24157,1,1,0
26690,3,1,213
20721,19,6,801
28060,2,1,33
28188,2,1,0
26828,30,7,233
24710,2,1,44
21800,41,4,706
13511,2,2,390
2011,70,10,2105
8119,386,47,1567
7307,370,54,1791
11237,9,7,755
28075,11,7,19
27546,17,1,105
16704,27,3,1019
5558,91,4,1814
22380,10,2,343
17920,59,12,985
17981,28,5,951
22224,8,5,657
23401,178,5,601
23173,16,2,608
18940,35,13,820
25972,2,1,222
26782,1,1,0
28148,1,1,0
28143,1,1,0
27334,2,2,59
27947,13,2,40
27482,1,1,0
26088,3,2,329
23729,2,2,43
14085,1,1,0
15122,13,8,414
21279,7,2,595
17938,27,2,644
23887,2,2,527
13940,238,18,1034
23981,1,1,0
16150,39,12,1079
5638,1504,159,2002
26644,13,2,242
8056,76,8,1504
10628,89,6,1159
23416,6,5,491
23760,5,3,163
20902,5,2,542
6449,106,15,1953
22689,87,11,640
25943,15,3,168
26897,1,1,0
23970,7,2,524
26639,4,2,132
14760,453,31,1162
17151,249,10,960
6088,8,4,263
24711,12,5,379
10735,2,2,1406
20479,2,2,650
24127,3,2,507
22522,6,2,609
2928,8,7,489
26263,33,4,286
7693,5,3,1582
24438,26,6,486
19654,1,1,0
6589,31,11,1725
27697,13,6,72
27661,1,1,0
14757,14,7,1148
6558,48,12,1693
25432,26,15,379
6172,542,34,1959
25050,9,2,397
11934,5,3,295
28046,1,1,0
27644,1,1,0
28041,1,1,0
24549,2,2,397
14356,3,2,943
27530,1,1,0
22432,4,3,643
9178,62,9,1608
27527,2,2,13
8351,17,3,1560
18552,72,16,531
28023,1,1,0
16264,3,3,717
21249,16,3,631
14203,31,4,285
23644,2,2,37
26861,4,3,196
28005,1,1,0
11303,129,21,1227
22977,10,4,525
5930,16,4,1250
21690,42,17,688
25983,6,6,1
27560,1,1,0
748,1101,40,2266
26089,7,6,267
25632,10,6,335
24442,2,1,0
27974,1,1,0
18343,59,6,901
170,240,26,2256
13404,40,13,1272
20160,20,10,656
11418,49,3,1384
26247,2,1,60
23954,1,1,0
12867,125,6,1306
27673,1,1,0
10453,26,11,957
12382,11,8,744
17491,53,7,962
23367,1,1,0
24441,82,52,461
27908,1,1,0
10439,36,10,1128
27701,11,3,51
18529,5,3,244
8344,166,16,1686
18783,64,11,674
26674,2,2,198
12767,8,5,1224
26025,9,2,239
14852,4,3,945
25585,6,2,55
27734,1,1,0
27939,1,1,0
27401,1,1,0
27006,9,1,141
7776,31,10,1473
