Number,is_same_dev,Churn,Revisions,Duration,Label,Project_type
440276,Same,2,1.0,0.24,R-B,Target
440279,Same,2,1.0,117.25,R-B,Target
440322,Different,2,1.0,17.5,R-B,Target
440337,Different,2,1.0,142.85,R-B,Target
443678,Different,62,1.0,6.13,R-B,Target
440276,Same,2,1.0,0.24,R-B,Target
440279,Same,2,1.0,117.25,R-B,Target
440322,Different,2,1.0,17.5,R-B,Target
440337,Different,2,1.0,142.85,R-B,Target
443678,Different,62,1.0,6.13,R-B,Target
440279,Same,2,1.0,117.25,R-B,Target
440322,Different,2,1.0,17.5,R-B,Target
440337,Different,2,1.0,142.85,R-B,Target
443678,Different,62,1.0,6.13,R-B,Target
440322,Different,2,1.0,17.5,R-B,Target
440337,Different,2,1.0,142.85,R-B,Target
443678,Different,62,1.0,6.13,R-B,Target
440337,Different,2,1.0,142.85,R-B,Target
443678,Different,62,1.0,6.13,R-B,Target
443678,Different,62,1.0,6.13,R-B,Target
440773,Same,2,1.0,20.93,R-B,Target
441685,Same,7,1.0,51.27,R-B,Target
440739,Same,21,3.0,22.48,R-B,Target
440739,Same,21,3.0,22.48,R-B,Target
531029,Different,188,5.0,498.2,R-B,Target
531271,Different,171,5.0,474.59,R-B,Target
483518,Same,373,18.0,683.74,R-B,Target
491553,Same,15,1.0,65.32,R-B,Target
491554,Same,107,7.0,147.74,R-B,Target
491555,Same,35,7.0,147.74,R-B,Target
493373,Same,35,1.0,43.7,R-B,Target
493374,Same,107,1.0,43.7,R-B,Target
498932,Same,7,2.0,215.55,R-B,Target
501856,Same,7,1.0,5.22,R-B,Target
483518,Same,373,18.0,683.74,R-B,Target
491553,Same,15,1.0,65.32,R-B,Target
491554,Same,107,7.0,147.74,R-B,Target
491555,Same,35,7.0,147.74,R-B,Target
493373,Same,35,1.0,43.7,R-B,Target
493374,Same,107,1.0,43.7,R-B,Target
498932,Same,7,2.0,215.55,R-B,Target
501856,Same,7,1.0,5.22,R-B,Target
445545,Same,4,1.0,4.57,R-B,Target
446011,Same,3,1.0,57.45,R-B,Target
447161,Same,3,1.0,114.49,R-B,Target
448342,Same,20,1.0,7.79,R-B,Target
448342,Same,20,1.0,7.79,R-B,Target
448342,Same,20,1.0,7.79,R-B,Target
448342,Same,20,1.0,7.79,R-B,Target
539502,Same,3,1.0,2.88,R-B,Target
472343,Same,2,1.0,231.57,R-B,Target
472343,Same,2,1.0,231.57,R-B,Target
472343,Different,2,1.0,231.57,R-B,Target
447533,Same,80,2.0,42.74,R-B,Target
448666,Same,12,4.0,10.29,R-B,Target
450203,Same,1,2.0,151.04,R-B,Target
591770,Same,58,1.0,63.35,R-B,Target
450434,Same,5,3.0,88.9,R-B,Target
450435,Same,5,4.0,274.48,R-B,Target
462542,Same,15,7.0,1112.03,R-B,Target
450434,Same,5,3.0,88.9,R-B,Target
450435,Same,5,4.0,274.48,R-B,Target
462542,Same,15,7.0,1112.03,R-B,Target
512774,Same,10,1.0,143.25,R-B,Target
512777,Same,2,1.0,68.13,R-B,Target
512780,Same,2,3.0,599.52,R-B,Target
512781,Same,2,1.0,21.62,R-B,Target
512783,Same,2,2.0,159.58,R-B,Target
512784,Same,4,1.0,21.57,R-B,Target
512777,Same,2,1.0,68.13,R-B,Target
512780,Same,2,3.0,599.52,R-B,Target
512781,Same,2,1.0,21.62,R-B,Target
512783,Same,2,2.0,159.58,R-B,Target
512784,Same,4,1.0,21.57,R-B,Target
512780,Same,2,3.0,599.52,R-B,Target
512781,Same,2,1.0,21.62,R-B,Target
512783,Same,2,2.0,159.58,R-B,Target
512784,Same,4,1.0,21.57,R-B,Target
512781,Same,2,1.0,21.62,R-B,Target
512783,Same,2,2.0,159.58,R-B,Target
512784,Same,4,1.0,21.57,R-B,Target
512783,Same,2,2.0,159.58,R-B,Target
512784,Same,4,1.0,21.57,R-B,Target
512784,Same,4,1.0,21.57,R-B,Target
450944,Same,96,3.0,168.82,R-B,Target
451084,Same,1,1.0,39.37,R-B,Target
451085,Same,2,1.0,184.51,R-B,Target
451086,Same,3,1.0,39.71,R-B,Target
451088,Same,28,2.0,135.74,R-B,Target
451089,Same,2,1.0,12.05,R-B,Target
451092,Same,4,1.0,31.02,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451084,Same,1,1.0,39.37,R-B,Target
451085,Same,2,1.0,184.51,R-B,Target
451086,Same,3,1.0,39.71,R-B,Target
451088,Same,28,2.0,135.74,R-B,Target
451089,Same,2,1.0,12.05,R-B,Target
451092,Same,4,1.0,31.02,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451085,Same,2,1.0,184.51,R-B,Target
451086,Same,3,1.0,39.71,R-B,Target
451088,Same,28,2.0,135.74,R-B,Target
451089,Same,2,1.0,12.05,R-B,Target
451092,Same,4,1.0,31.02,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451086,Same,3,1.0,39.71,R-B,Target
451088,Same,28,2.0,135.74,R-B,Target
451089,Same,2,1.0,12.05,R-B,Target
451092,Same,4,1.0,31.02,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451088,Same,28,2.0,135.74,R-B,Target
451089,Same,2,1.0,12.05,R-B,Target
451092,Same,4,1.0,31.02,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451089,Same,2,1.0,12.05,R-B,Target
451092,Same,4,1.0,31.02,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451092,Same,4,1.0,31.02,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451093,Same,21,2.0,130.06,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
451096,Same,18,2.0,299.27,R-B,Target
458251,Same,3,1.0,151.06,R-B,Target
487133,Same,3,1.0,242.65,R-B,Target
492491,Same,51,1.0,8.66,R-B,Target
492491,Same,51,1.0,8.66,R-B,Target
472056,Same,4,2.0,13.02,R-B,Target
501488,Different,203,3.0,211.6,R-B,Target
501488,Different,203,3.0,211.6,R-B,Target
455771,Same,6,3.0,5.38,R-B,Target
455885,Same,2,1.0,0.15,R-B,Target
456882,Different,5,4.0,13.91,R-B,Target
456882,Different,5,4.0,13.91,R-B,Target
477047,Different,7,20.0,967.33,R-B,Target
481083,Different,56,5.0,173.04,R-B,Target
481084,Different,9,3.0,188.85,R-B,Target
481083,Different,56,5.0,173.04,R-B,Target
481084,Different,9,3.0,188.85,R-B,Target
462664,Same,8,4.0,257.99,R-B,Target
462664,Same,8,4.0,257.99,R-B,Target
488529,Same,4,1.0,13.53,R-B,Target
466619,Same,29,5.0,267.66,R-B,Target
474277,Different,9,2.0,379.37,R-B,Target
474278,Different,9,2.0,379.15,R-B,Target
467430,Same,11,2.0,158.94,R-B,Target
469193,Same,11,1.0,6.81,R-B,Target
469194,Same,11,1.0,6.81,R-B,Target
467430,Same,11,2.0,158.94,R-B,Target
469193,Same,11,1.0,6.81,R-B,Target
469194,Same,11,1.0,6.81,R-B,Target
467430,Same,11,2.0,158.94,R-B,Target
469193,Same,11,1.0,6.81,R-B,Target
469194,Same,11,1.0,6.81,R-B,Target
534842,Same,11,4.0,1176.09,R-B,Target
535772,Same,124,3.0,151.29,R-B,Target
535775,Same,25,2.0,8.43,R-B,Target
536298,Same,68,1.0,173.77,R-B,Target
539582,Same,19,1.0,18.17,R-B,Target
541171,Different,198,4.0,32.73,R-B,Target
549991,Same,11,2.0,13.53,R-B,Target
535772,Same,124,3.0,151.29,R-B,Target
535775,Same,25,2.0,8.43,R-B,Target
536298,Same,68,1.0,173.77,R-B,Target
539582,Same,19,1.0,18.17,R-B,Target
541171,Different,198,4.0,32.73,R-B,Target
535775,Same,25,2.0,8.43,R-B,Target
536298,Same,68,1.0,173.77,R-B,Target
549991,Same,11,2.0,13.53,R-B,Target
536298,Same,68,1.0,173.77,R-B,Target
539582,Same,19,1.0,18.17,R-B,Target
541171,Different,198,4.0,32.73,R-B,Target
549991,Same,11,2.0,13.53,R-B,Target
539582,Same,19,1.0,18.17,R-B,Target
541171,Different,198,4.0,32.73,R-B,Target
549991,Same,11,2.0,13.53,R-B,Target
549991,Same,11,2.0,13.53,R-B,Target
549991,Different,11,2.0,13.53,R-B,Target
465135,Same,2,3.0,9.34,R-B,Target
465154,Same,2,1.0,1.47,R-B,Target
465543,Different,2,1.0,23.23,R-B,Target
481620,Different,18,3.0,2260.26,R-B,Target
465154,Same,2,1.0,1.47,R-B,Target
465543,Different,2,1.0,23.23,R-B,Target
481620,Different,18,3.0,2260.26,R-B,Target
465543,Different,2,1.0,23.23,R-B,Target
481620,Different,18,3.0,2260.26,R-B,Target
481620,Different,18,3.0,2260.26,R-B,Target
497722,Same,1,2.0,129.26,R-B,Target
497723,Same,3,1.0,147.64,R-B,Target
497723,Same,3,1.0,147.64,R-B,Target
488219,Different,2,2.0,616.27,R-B,Target
465673,Same,1,1.0,7.02,R-B,Target
465675,Same,1,1.0,9.03,R-B,Target
465675,Same,1,1.0,9.03,R-B,Target
481318,Same,30,2.0,662.52,R-B,Target
481318,Same,30,2.0,662.52,R-B,Target
482371,Same,179,3.0,414.22,R-B,Target
512473,Same,6,1.0,35622.21,R-B,Target
512473,Different,6,1.0,35622.21,R-B,Target
467001,Different,4,1.0,5.15,R-B,Target
467113,Different,2,1.0,2.61,R-B,Target
467113,Different,2,1.0,2.61,R-B,Target
467735,Same,27,1.0,3.91,R-B,Target
467739,Same,27,1.0,3.89,R-B,Target
467742,Same,29,1.0,3.69,R-B,Target
467941,Same,27,1.0,2.06,R-B,Target
467961,Same,27,1.0,1.72,R-B,Target
467968,Same,28,1.0,1.51,R-B,Target
467970,Same,29,1.0,1.4,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467739,Same,27,1.0,3.89,R-B,Target
467742,Same,29,1.0,3.69,R-B,Target
467941,Same,27,1.0,2.06,R-B,Target
467961,Same,27,1.0,1.72,R-B,Target
467968,Same,28,1.0,1.51,R-B,Target
467970,Same,29,1.0,1.4,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467742,Same,29,1.0,3.69,R-B,Target
467941,Same,27,1.0,2.06,R-B,Target
467961,Same,27,1.0,1.72,R-B,Target
467968,Same,28,1.0,1.51,R-B,Target
467970,Same,29,1.0,1.4,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467941,Same,27,1.0,2.06,R-B,Target
467961,Same,27,1.0,1.72,R-B,Target
467968,Same,28,1.0,1.51,R-B,Target
467970,Same,29,1.0,1.4,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467961,Same,27,1.0,1.72,R-B,Target
467968,Same,28,1.0,1.51,R-B,Target
467970,Same,29,1.0,1.4,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467968,Same,28,1.0,1.51,R-B,Target
467970,Same,29,1.0,1.4,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467970,Same,29,1.0,1.4,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467972,Same,27,1.0,1.33,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
467981,Same,49,1.0,1.05,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
468014,Same,30,1.0,1.0,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
468015,Same,30,1.0,0.94,R-B,Target
471459,Different,12,1.0,131.77,R-B,Target
471533,Different,3,1.0,9.72,R-B,Target
559033,Different,10,2.0,365.0,R-B,Target
471459,Different,12,1.0,131.77,R-B,Target
471533,Different,3,1.0,9.72,R-B,Target
559033,Different,10,2.0,365.0,R-B,Target
471533,Same,3,1.0,9.72,R-B,Target
559033,Different,10,2.0,365.0,R-B,Target
490894,Same,47,3.0,5549.94,R-B,Target
490894,Same,47,3.0,5549.94,R-B,Target
490894,Same,47,3.0,5549.94,R-B,Target
490894,Same,47,3.0,5549.94,R-B,Target
490894,Same,47,3.0,5549.94,R-B,Target
492057,Different,62,1.0,2.09,R-B,Target
492058,Different,45,1.0,2.04,R-B,Target
492212,Different,10,1.0,2.49,R-B,Target
492213,Different,504,1.0,4.8,R-B,Target
492294,Different,120,1.0,2.05,R-B,Target
470283,Different,105,1.0,49.39,R-B,Target
470161,Same,6,2.0,1629.38,R-B,Target
521420,Same,29,3.0,3772.64,R-B,Target
521420,Same,29,3.0,3772.64,R-B,Target
472371,Different,8,1.0,85.64,R-B,Target
472377,Different,15,2.0,124.2,R-B,Target
491843,Different,8,1.0,178.44,R-B,Target
491844,Different,8,2.0,195.75,R-B,Target
487229,Different,2,1.0,37.67,R-B,Target
488966,Same,14,1.0,42.29,R-B,Target
572115,Same,346,5.0,17.91,R-B,Target
572134,Same,7,1.0,6.04,R-B,Target
572135,Same,117,1.0,6.03,R-B,Target
572137,Same,117,1.0,5.98,R-B,Target
572138,Same,7,2.0,16.79,R-B,Target
572139,Same,41,3.0,16.83,R-B,Target
572140,Same,353,5.0,24.33,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572134,Same,7,1.0,6.04,R-B,Target
572135,Same,117,1.0,6.03,R-B,Target
572137,Same,117,1.0,5.98,R-B,Target
572138,Same,7,2.0,16.79,R-B,Target
572139,Same,41,3.0,16.83,R-B,Target
572140,Same,353,5.0,24.33,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572135,Same,117,1.0,6.03,R-B,Target
572137,Same,117,1.0,5.98,R-B,Target
572138,Same,7,2.0,16.79,R-B,Target
572139,Same,41,3.0,16.83,R-B,Target
572140,Same,353,5.0,24.33,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572137,Same,117,1.0,5.98,R-B,Target
572138,Same,7,2.0,16.79,R-B,Target
572139,Same,41,3.0,16.83,R-B,Target
572140,Same,353,5.0,24.33,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572138,Same,7,2.0,16.79,R-B,Target
572139,Same,41,3.0,16.83,R-B,Target
572140,Same,353,5.0,24.33,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572139,Same,41,3.0,16.83,R-B,Target
572140,Same,353,5.0,24.33,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572140,Same,353,5.0,24.33,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572142,Same,124,1.0,6.0,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572143,Same,125,1.0,5.97,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572144,Same,7,1.0,6.02,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
572696,Different,16,1.0,24.31,R-B,Target
474891,Different,7,3.0,15.25,R-B,Target
474896,Different,2,2.0,15.16,R-B,Target
474891,Different,7,3.0,15.25,R-B,Target
474896,Different,2,2.0,15.16,R-B,Target
481233,Same,2,3.0,910.48,R-B,Target
481233,Same,2,3.0,910.48,R-B,Target
476697,Different,31,2.0,294.47,R-B,Target
553330,Different,27,4.0,321.61,R-B,Target
495489,Same,6,1.0,243.43,R-B,Target
498725,Same,6,1.0,0.34,R-B,Target
480226,Same,3,2.0,34.41,R-B,Target
517336,Same,5,7.0,1614.14,R-B,Target
517339,Same,3,2.0,1626.17,R-B,Target
495798,Same,3,1.0,12.45,R-B,Target
490468,Same,4,3.0,220.83,R-B,Target
516138,Same,396,8.0,684.4,R-B,Target
491486,Same,9,2.0,22.99,R-B,Target
499550,Same,113,14.0,1865.85,R-B,Target
521006,Same,113,2.0,67.52,R-B,Target
521006,Same,113,2.0,67.52,R-B,Target
492786,Same,3,1.0,8.75,R-B,Target
493383,Different,4,2.0,94.14,R-B,Target
493383,Different,4,2.0,94.14,R-B,Target
494056,Different,216,1.0,48.35,R-B,Target
494056,Different,216,1.0,48.35,R-B,Target
498653,Same,44,1.0,31.91,R-B,Target
540834,Same,4,4.0,96.05,R-B,Target
540837,Same,3,2.0,95.7,R-B,Target
540837,Same,3,2.0,95.7,R-B,Target
500126,Different,8,1.0,184.49,R-B,Target
499965,Different,2,2.0,19.74,R-B,Target
499966,Different,2,1.0,28.97,R-B,Target
500314,Different,2,4.0,65.44,R-B,Target
501872,Different,101,23.0,923.84,R-B,Target
507623,Same,39,1.0,498.49,R-B,Target
507801,Same,31,1.0,6.44,R-B,Target
507896,Same,39,1.0,5.13,R-B,Target
507907,Same,31,2.0,5.09,R-B,Target
512305,Same,101,4.0,548.71,R-B,Target
501872,Different,101,23.0,923.84,R-B,Target
507623,Different,39,1.0,498.49,R-B,Target
507801,Different,31,1.0,6.44,R-B,Target
507896,Different,39,1.0,5.13,R-B,Target
507907,Different,31,2.0,5.09,R-B,Target
512305,Different,101,4.0,548.71,R-B,Target
649072,Same,26,5.0,502.32,R-B,Target
498894,Same,30,3.0,4.64,R-B,Target
682463,Different,699,2.0,338.24,R-B,Target
682464,Different,119,1.0,338.17,R-B,Target
501872,Same,101,23.0,923.84,R-B,Target
507623,Different,39,1.0,498.49,R-B,Target
507801,Different,31,1.0,6.44,R-B,Target
507896,Different,39,1.0,5.13,R-B,Target
507907,Different,31,2.0,5.09,R-B,Target
512305,Different,101,4.0,548.71,R-B,Target
641911,Different,49,3.0,15.32,R-B,Target
642842,Different,9,3.0,180.44,R-B,Target
679467,Different,15,3.0,155.76,R-B,Target
679974,Different,20,3.0,52.28,R-B,Target
641911,Different,49,3.0,15.32,R-B,Target
642842,Different,9,3.0,180.44,R-B,Target
679467,Different,15,3.0,155.76,R-B,Target
679974,Different,20,3.0,52.28,R-B,Target
679467,Different,15,3.0,155.76,R-B,Target
679974,Different,20,3.0,52.28,R-B,Target
679467,Different,15,3.0,155.76,R-B,Target
679974,Different,20,3.0,52.28,R-B,Target
679974,Same,20,3.0,52.28,R-B,Target
501594,Same,3,3.0,149.45,R-B,Target
503762,Same,5,3.0,1517.58,R-B,Target
504155,Same,73,3.0,28.34,R-B,Target
515401,Same,421,23.0,11911.27,R-B,Target
515401,Same,421,23.0,11911.27,R-B,Target
504183,Same,5,2.0,4001.91,R-B,Target
522569,Same,12,1.0,19.26,R-B,Target
520348,Same,386,9.0,654.65,R-B,Target
579944,Different,244,3.0,46.51,R-B,Target
582123,Same,12,4.0,46.19,R-B,Target
525308,Same,80,12.0,1536.02,R-B,Target
532324,Same,45,9.0,4702.17,R-B,Target
532324,Same,45,9.0,4702.17,R-B,Target
509811,Different,1,3.0,93.74,R-B,Target
516990,Different,1,1.0,26.64,R-B,Target
509811,Different,1,3.0,93.74,R-B,Target
516990,Different,1,1.0,26.64,R-B,Target
509811,Different,1,3.0,93.74,R-B,Target
516990,Different,1,1.0,26.64,R-B,Target
516990,Different,1,1.0,26.64,R-B,Target
523137,Different,5,1.0,1417.85,R-B,Target
533038,Different,23,2.0,100.64,R-B,Target
533047,Different,16,1.0,95.37,R-B,Target
523137,Different,5,1.0,1417.85,R-B,Target
533038,Different,23,2.0,100.64,R-B,Target
533047,Different,16,1.0,95.37,R-B,Target
665604,Same,128,29.0,675.37,R-B,Target
570745,Different,86,2.0,2.3,R-B,Target
570745,Different,86,2.0,2.3,R-B,Target
514466,Same,27,2.0,16.69,R-B,Target
514467,Same,28,3.0,16.58,R-B,Target
514469,Same,19,1.0,16.51,R-B,Target
514467,Same,28,3.0,16.58,R-B,Target
514469,Same,19,1.0,16.51,R-B,Target
514469,Same,19,1.0,16.51,R-B,Target
840665,Same,8,2.0,25.29,R-B,Target
515627,Same,1,1.0,248.39,R-B,Target
518020,Different,1,1.0,58.94,R-B,Target
516205,Same,30,3.0,47.63,R-B,Target
516270,Same,1,1.0,2.27,R-B,Target
518020,Different,1,1.0,58.94,R-B,Target
518020,Different,1,1.0,58.94,R-B,Target
545297,Same,121,10.0,1123.65,R-B,Target
545297,Same,121,10.0,1123.65,R-B,Target
545370,Same,28,11.0,519.99,R-B,Target
551938,Same,28,1.0,4.44,R-B,Target
552043,Same,13,2.0,576.18,R-B,Target
552077,Same,6,1.0,20.01,R-B,Target
516356,Different,6,1.0,4.45,R-B,Target
524141,Different,2323,5.0,297.4,R-B,Target
524141,Different,2323,5.0,297.4,R-B,Target
586687,Same,18,3.0,3257.99,R-B,Target
586719,Same,25,5.0,3043.27,R-B,Target
623251,Same,81,2.0,124.42,R-B,Target
586719,Same,25,5.0,3043.27,R-B,Target
623251,Same,81,2.0,124.42,R-B,Target
623251,Same,81,2.0,124.42,R-B,Target
513089,Same,56,3.0,523.73,R-B,Target
513323,Same,8,1.0,294.36,R-B,Target
513402,Same,17,1.0,112.71,R-B,Target
514728,Different,17,1.0,16.8,R-B,Target
524103,Same,8,1.0,1779.59,R-B,Target
513323,Same,8,1.0,294.36,R-B,Target
513402,Same,17,1.0,112.71,R-B,Target
514728,Different,17,1.0,16.8,R-B,Target
515326,Different,36,1.0,175.4,R-B,Target
524103,Same,8,1.0,1779.59,R-B,Target
513402,Same,17,1.0,112.71,R-B,Target
514728,Different,17,1.0,16.8,R-B,Target
515326,Different,36,1.0,175.4,R-B,Target
524103,Same,8,1.0,1779.59,R-B,Target
524103,Different,8,1.0,1779.59,R-B,Target
524103,Different,8,1.0,1779.59,R-B,Target
515058,Different,58,3.0,153.64,R-B,Target
515073,Different,2,1.0,421.41,R-B,Target
515058,Different,58,3.0,153.64,R-B,Target
516983,Different,1,1.0,254.64,R-B,Target
517889,Different,12,2.0,7.16,R-B,Target
518021,Different,12,1.0,31.01,R-B,Target
516983,Different,1,1.0,254.64,R-B,Target
517889,Different,12,2.0,7.16,R-B,Target
518021,Different,12,1.0,31.01,R-B,Target
517889,Different,12,2.0,7.16,R-B,Target
518021,Different,12,1.0,31.01,R-B,Target
566367,Same,57,2.0,144.02,R-B,Target
567623,Same,57,1.0,9.47,R-B,Target
567625,Same,57,2.0,26.0,R-B,Target
567630,Same,57,1.0,35.04,R-B,Target
516982,Same,14,2.0,289.59,R-B,Target
519367,Same,14,1.0,2.54,R-B,Target
519365,Same,66,1.0,2.56,R-B,Target
519367,Same,14,1.0,2.54,R-B,Target
520280,Same,17,6.0,17.25,R-B,Target
521191,Same,55,2.0,60.53,R-B,Target
521205,Same,6,1.0,2.96,R-B,Target
523691,Different,18,1.0,13.16,R-B,Target
524759,Same,12,1.0,41.0,R-B,Target
524760,Same,42,2.0,51.55,R-B,Target
524761,Same,7,1.0,40.9,R-B,Target
524762,Same,50,1.0,40.85,R-B,Target
524763,Same,12,1.0,40.82,R-B,Target
521205,Same,6,1.0,2.96,R-B,Target
523691,Different,18,1.0,13.16,R-B,Target
524759,Same,12,1.0,41.0,R-B,Target
524760,Same,42,2.0,51.55,R-B,Target
524761,Same,7,1.0,40.9,R-B,Target
524763,Same,12,1.0,40.82,R-B,Target
521205,Same,6,1.0,2.96,R-B,Target
523691,Different,18,1.0,13.16,R-B,Target
524759,Same,12,1.0,41.0,R-B,Target
524760,Same,42,2.0,51.55,R-B,Target
524761,Same,7,1.0,40.9,R-B,Target
524763,Same,12,1.0,40.82,R-B,Target
523691,Different,18,1.0,13.16,R-B,Target
524760,Same,42,2.0,51.55,R-B,Target
524761,Same,7,1.0,40.9,R-B,Target
524762,Same,50,1.0,40.85,R-B,Target
524763,Same,12,1.0,40.82,R-B,Target
524759,Different,12,1.0,41.0,R-B,Target
524760,Different,42,2.0,51.55,R-B,Target
524761,Different,7,1.0,40.9,R-B,Target
524762,Different,50,1.0,40.85,R-B,Target
524763,Different,12,1.0,40.82,R-B,Target
524761,Same,7,1.0,40.9,R-B,Target
524762,Same,50,1.0,40.85,R-B,Target
524763,Same,12,1.0,40.82,R-B,Target
524762,Same,50,1.0,40.85,R-B,Target
524763,Same,12,1.0,40.82,R-B,Target
524763,Same,12,1.0,40.82,R-B,Target
755233,Different,28,4.0,145.69,R-B,Target
756245,Different,28,2.0,315.86,R-B,Target
756246,Different,28,1.0,412.38,R-B,Target
756250,Different,27,2.0,483.2,R-B,Target
756253,Different,28,2.0,1182.99,R-B,Target
756256,Different,29,5.0,3772.39,R-B,Target
755233,Different,28,4.0,145.69,R-B,Target
756245,Different,28,2.0,315.86,R-B,Target
756246,Different,28,1.0,412.38,R-B,Target
756250,Different,27,2.0,483.2,R-B,Target
756253,Different,28,2.0,1182.99,R-B,Target
756256,Different,29,5.0,3772.39,R-B,Target
759363,Different,196,1.0,296.55,R-B,Target
759364,Different,196,1.0,176.18,R-B,Target
759365,Different,196,1.0,176.18,R-B,Target
759366,Different,196,1.0,176.19,R-B,Target
759367,Different,197,2.0,480.99,R-B,Target
759369,Different,197,2.0,495.13,R-B,Target
759363,Different,196,1.0,296.55,R-B,Target
759364,Different,196,1.0,176.18,R-B,Target
759365,Different,196,1.0,176.18,R-B,Target
759366,Different,196,1.0,176.19,R-B,Target
759367,Different,197,2.0,480.99,R-B,Target
759369,Different,197,2.0,495.13,R-B,Target
759363,Different,196,1.0,296.55,R-B,Target
759364,Different,196,1.0,176.18,R-B,Target
759365,Different,196,1.0,176.18,R-B,Target
759366,Different,196,1.0,176.19,R-B,Target
759367,Different,197,2.0,480.99,R-B,Target
759369,Different,197,2.0,495.13,R-B,Target
759363,Different,196,1.0,296.55,R-B,Target
759364,Different,196,1.0,176.18,R-B,Target
759365,Different,196,1.0,176.18,R-B,Target
759366,Different,196,1.0,176.19,R-B,Target
759367,Different,197,2.0,480.99,R-B,Target
759369,Different,197,2.0,495.13,R-B,Target
759363,Different,196,1.0,296.55,R-B,Target
759364,Different,196,1.0,176.18,R-B,Target
759365,Different,196,1.0,176.18,R-B,Target
759366,Different,196,1.0,176.19,R-B,Target
