Duration,Reviewer_sharing,Project_type
9.03,At least one,Source
0.52,At least one,Source
348.72,At least one,Source
86.74,At least one,Source
1706.74,At least one,Source
21.07,At least one,Source
5.25,At least one,Source
5.31,At least one,Source
1154.13,At least one,Source
95.42,At least one,Source
96.09,At least one,Source
6.39,At least one,Source
212.17,At least one,Source
3527.56,At least one,Source
351.29,At least one,Source
148.48,At least one,Source
147.12,At least one,Source
5.76,At least one,Source
348.68,At least one,Source
14.07,At least one,Source
237.81,At least one,Source
1013.58,At least one,Source
20.22,At least one,Source
86.2,At least one,Source
2.44,At least one,Source
2.49,At least one,Source
6182.55,At least one,Source
232.23,At least one,Source
18.67,At least one,Source
129.82,At least one,Source
141.41,At least one,Source
364.46,At least one,Source
176.92,At least one,Source
35.8,At least one,Source
102.71,At least one,Source
157.57,At least one,Source
24.86,At least one,Source
160.6,At least one,Source
56.64,At least one,Source
5259.14,At least one,Source
5.64,At least one,Source
6.45,At least one,Source
3912.8,At least one,Source
6.33,At least one,Source
3913.5,At least one,Source
6.46,At least one,Source
3716.94,At least one,Source
478.69,At least one,Source
1379.87,At least one,Source
5.64,At least one,Source
660.01,At least one,Source
1944.69,At least one,Source
21.42,At least one,Source
621.64,At least one,Source
89.41,At least one,Source
89.41,At least one,Source
89.41,At least one,Source
89.41,At least one,Source
156.92,At least one,Source
72.37,At least one,Source
11.97,At least one,Source
18.68,At least one,Source
9.33,At least one,Source
7726.04,At least one,Source
127.52,At least one,Source
107.22,At least one,Source
3306.2,At least one,Source
31.89,At least one,Source
353.23,At least one,Source
46.98,At least one,Source
67.38,At least one,Source
89.16,At least one,Source
6.71,At least one,Source
46.57,At least one,Source
30.5,At least one,Source
242.07,At least one,Source
529.18,At least one,Source
3527.56,At least one,Source
62.85,At least one,Source
563.34,At least one,Source
19.99,At least one,Source
142.21,At least one,Source
147.45,At least one,Source
142.21,At least one,Source
29.15,At least one,Source
246.72,At least one,Source
138.87,At least one,Source
70.65,At least one,Source
408.12,At least one,Source
142.21,At least one,Source
1986.22,At least one,Source
20.01,At least one,Source
5.04,At least one,Source
7.41,At least one,Source
70.65,At least one,Source
494.57,At least one,Source
5.32,At least one,Source
149.79,At least one,Source
323.45,At least one,Source
1.3,At least one,Source
1030.39,At least one,Source
16.55,At least one,Source
104.87,At least one,Source
1018.59,At least one,Source
274.41,At least one,Source
274.41,At least one,Source
6.5,At least one,Source
5.48,At least one,Source
45.86,At least one,Source
25.24,At least one,Source
4.47,At least one,Source
80.45,At least one,Source
21.43,At least one,Source
1976.51,At least one,Source
24.26,At least one,Source
12.79,At least one,Source
19.21,At least one,Source
245.51,At least one,Source
169.99,At least one,Source
31.56,At least one,Source
41.84,At least one,Source
17.35,At least one,Source
1.64,At least one,Source
15.48,At least one,Source
99.87,At least one,Source
1128.73,At least one,Source
0.26,At least one,Source
42.17,At least one,Source
254.68,At least one,Source
73.7,At least one,Source
642.34,At least one,Source
406.89,At least one,Source
582.26,At least one,Source
2.93,At least one,Source
1356.52,At least one,Source
97.09,At least one,Source
1099.46,At least one,Source
5054.35,At least one,Source
76.46,At least one,Source
8.43,At least one,Source
126.0,At least one,Source
354.35,At least one,Source
12.64,At least one,Source
1377.94,At least one,Source
314.98,At least one,Source
314.98,At least one,Source
67.19,At least one,Source
71.25,At least one,Source
296.03,At least one,Source
1113.75,At least one,Source
35.06,At least one,Source
1888.84,At least one,Source
117.07,At least one,Source
188.54,At least one,Source
86.94,At least one,Source
3914.66,At least one,Source
682.22,At least one,Source
3.99,At least one,Source
1415.2,At least one,Source
359.33,At least one,Source
3489.78,At least one,Source
356.92,At least one,Source
62.57,At least one,Source
166.1,At least one,Source
192.82,At least one,Source
356.96,At least one,Source
831.95,At least one,Source
1567.77,At least one,Source
5.88,At least one,Source
2002.49,At least one,Source
219.92,At least one,Source
1056.04,At least one,Source
386.41,At least one,Source
322.8,At least one,Source
4.53,At least one,Source
188.99,At least one,Source
4245.02,At least one,Source
25.23,At least one,Source
217.4,At least one,Source
914.96,At least one,Source
89.13,At least one,Source
89.5,At least one,Source
89.31,At least one,Source
85.1,At least one,Source
103.02,At least one,Source
90.0,At least one,Source
89.46,At least one,Source
15.1,At least one,Source
262.32,At least one,Source
339.93,At least one,Source
28.86,At least one,Source
1080.74,At least one,Source
44.65,At least one,Source
217.29,At least one,Source
418.82,At least one,Source
78.67,At least one,Source
1286.16,At least one,Source
42.23,At least one,Source
3215.12,At least one,Source
25.5,At least one,Source
43.34,At least one,Source
4.25,At least one,Source
507.75,At least one,Source
3.54,At least one,Source
24.44,At least one,Source
3.49,At least one,Source
1623.72,At least one,Source
25.32,At least one,Source
72.38,At least one,Source
89.41,At least one,Source
448.21,At least one,Source
25.84,At least one,Source
1663.68,At least one,Source
692.44,At least one,Source
11.5,At least one,Source
21.34,At least one,Source
121.0,At least one,Source
147.5,At least one,Source
462.45,At least one,Source
322.8,At least one,Source
2.5,At least one,Source
16.97,At least one,Source
13.48,At least one,Source
7.15,At least one,Source
357.55,At least one,Source
60.65,At least one,Source
182.75,At least one,Source
582.29,At least one,Source
58.93,At least one,Source
9.01,At least one,Source
147.5,At least one,Source
462.45,At least one,Source
27.7,At least one,Source
249.22,At least one,Source
9431.7,At least one,Source
544.35,At least one,Source
264.72,At least one,Source
21.34,At least one,Source
1201.15,At least one,Source
1113.68,At least one,Source
3.5,At least one,Source
2.28,At least one,Source
3.5,At least one,Source
2.28,At least one,Source
4079.21,At least one,Source
739.34,At least one,Source
3999.87,At least one,Source
431.27,At least one,Source
3742.0,At least one,Source
331.24,At least one,Source
70.64,At least one,Source
106.22,At least one,Source
54.05,At least one,Source
166.24,At least one,Source
27.0,At least one,Source
158.53,At least one,Source
176.03,At least one,Source
555.25,At least one,Source
34.62,At least one,Source
2191.87,At least one,Source
167.87,At least one,Source
2629.58,At least one,Source
10.08,At least one,Source
47.07,At least one,Source
143.76,At least one,Source
0.82,At least one,Source
340.36,At least one,Source
0.82,At least one,Source
340.36,At least one,Source
1917.25,At least one,Source
33.12,At least one,Source
5.7,At least one,Source
9.38,At least one,Source
36.19,At least one,Source
45.34,At least one,Source
13.28,At least one,Source
47.65,At least one,Source
636.78,At least one,Source
181.06,At least one,Source
26.8,At least one,Source
8.09,At least one,Source
169.71,At least one,Source
44.38,At least one,Source
230.05,At least one,Source
4562.41,At least one,Source
21.23,At least one,Source
46.62,At least one,Source
29.05,At least one,Source
24.78,At least one,Source
876.03,At least one,Source
2.39,At least one,Source
357.55,At least one,Source
14.47,At least one,Source
1149.28,At least one,Source
6.98,At least one,Source
482.38,At least one,Source
13.29,At least one,Source
191.68,At least one,Source
60.48,At least one,Source
1501.48,At least one,Source
454.79,At least one,Source
21.18,At least one,Source
71.37,At least one,Source
23.56,At least one,Source
6.55,At least one,Source
448.15,At least one,Source
971.8,At least one,Source
225.25,At least one,Source
193.68,At least one,Source
22.84,At least one,Source
344.16,At least one,Source
191.7,At least one,Source
36.12,At least one,Source
0.33,At least one,Source
1475.14,At least one,Source
1626.98,At least one,Source
710.13,At least one,Source
66.66,At least one,Source
161.46,At least one,Source
357.55,At least one,Source
36.12,At least one,Source
1232.54,At least one,Source
26.18,At least one,Source
242.44,At least one,Source
993.22,At least one,Source
56.45,At least one,Source
1062.07,At least one,Source
20.69,At least one,Source
153.35,At least one,Source
333.87,At least one,Source
2402.67,At least one,Source
2.7,At least one,Source
262.37,At least one,Source
3865.36,At least one,Source
5.14,At least one,Source
88.32,At least one,Source
45.14,At least one,Source
1228.92,At least one,Source
494.56,At least one,Source
1435.5,At least one,Source
1486.73,At least one,Source
44.78,At least one,Source
1140.74,At least one,Source
70.62,At least one,Source
23.85,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
357.55,At least one,Source
128.85,At least one,Source
131.0,At least one,Source
8449.28,At least one,Source
698.0,At least one,Source
23.52,At least one,Source
45.56,At least one,Source
14.07,At least one,Source
3.49,At least one,Source
71.8,At least one,Source
475.55,At least one,Source
2.97,At least one,Source
354.46,At least one,Source
20.27,At least one,Source
20.27,At least one,Source
743.99,At least one,Source
408.12,At least one,Source
20.73,At least one,Source
23.55,At least one,Source
22.53,At least one,Source
1127.29,At least one,Source
525.64,At least one,Source
670.06,At least one,Source
98.82,At least one,Source
1143.27,At least one,Source
997.96,At least one,Source
91.17,At least one,Source
888.97,At least one,Source
32.22,At least one,Source
498.04,At least one,Source
162.08,At least one,Source
4.34,At least one,Source
22.53,At least one,Source
9.95,At least one,Source
77.8,At least one,Source
277.9,At least one,Source
196.31,At least one,Source
4.27,At least one,Source
7.79,At least one,Source
47.65,At least one,Source
314.65,At least one,Source
656.42,At least one,Source
5.3,At least one,Source
1148.95,At least one,Source
22.53,At least one,Source
4.91,At least one,Source
91.17,At least one,Source
888.97,At least one,Source
71.87,At least one,Source
119.05,At least one,Source
29.06,At least one,Source
172.99,At least one,Source
166.94,At least one,Source
170.42,At least one,Source
140.52,At least one,Source
68.25,At least one,Source
7944.44,At least one,Source
5.97,At least one,Source
215.3,At least one,Source
55.27,At least one,Source
102.1,At least one,Source
27.5,At least one,Source
482.03,At least one,Source
44.93,At least one,Source
55.43,At least one,Source
17.77,At least one,Source
17.8,At least one,Source
3.64,At least one,Source
18.44,At least one,Source
17.8,At least one,Source
102.1,At least one,Source
27.5,At least one,Source
482.03,At least one,Source
29.94,At least one,Source
9.24,At least one,Source
65.3,At least one,Source
55.27,At least one,Source
98.82,At least one,Source
24.95,At least one,Source
379.86,At least one,Source
1203.99,At least one,Source
187.5,At least one,Source
1919.04,At least one,Source
119.7,At least one,Source
473.29,At least one,Source
72.06,At least one,Source
1493.91,At least one,Source
1737.01,At least one,Source
65.1,At least one,Source
1.97,At least one,Source
34.17,At least one,Source
