Path,length,service_length
"['openstack/nova', 'openstack/neutron', 'openstack/neutron', 'openstack/requirements', 'openstack/releases']",4,4
"['openstack/project-config', 'openstack/openstack-ansible-security']",2,2
"['openstack/neutron-fwaas', 'openstack/neutron-vpnaas', 'openstack/neutron-lbaas', 'openstack/project-config', 'openstack/neutron-fwaas', 'openstack/neutron-vpnaas', 'openstack/neutron-lbaas']",4,2
"['openstack/astara', 'openstack/astara-neutron']",2,2
"['openstack/neutron', 'openstack/requirements']",2,2
"['openstack/trove', 'openstack/releases']",2,2
"['openstack/neutron', 'openstack/networking-hyperv']",2,2
"['openstack/bifrost', 'openstack/bifrost', 'openstack/shade']",2,2
"['openstack/project-config', 'openstack/manila', 'openstack/manila']",2,2
"['openstack/ironic', 'openstack/devstack', 'openstack/ironic']",2,2
"['openstack/heat', 'openstack/magnum']",2,2
"['openstack/project-config', 'openstack/python-novaclient', 'openstack/python-novaclient']",2,2
"['openstack/project-config', 'openstack/barbican', 'openstack/barbican']",2,2
"['openstack/neutron-lbaas', 'openstack/neutron-vpnaas', 'openstack/neutron-fwaas', 'openstack/neutron', 'openstack/releases']",5,3
"['openstack/horizon', 'openstack/releases']",2,2
"['openstack/neutron-vpnaas', 'openstack/project-config']",2,2
"['openstack/neutron', 'openstack/neutron', 'openstack/project-config']",2,2
"['openstack/networking-hyperv', 'openstack/neutron']",2,2
"['openstack/sahara', 'openstack/sahara-image-elements', 'openstack/sahara-extra', 'openstack/releases']",4,2
"['openstack/keystone', 'openstack/releases']",2,2
"['openstack/ceilometer', 'openstack/releases']",2,2
"['openstack/neutron', 'openstack/devstack', 'openstack/neutron']",2,2
"['openstack/mistral', 'openstack/releases']",2,2
"['openstack/releases', 'openstack/aodh']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/taskflow', 'openstack/requirements']",2,2
"['openstack/heat', 'openstack/releases']",2,2
"['openstack/python-novaclient', 'openstack/requirements', 'openstack/releases', 'openstack/cinder', 'openstack/requirements', 'openstack/requirements']",4,4
"['openstack/tripleo-heat-templates', 'openstack/heat', 'openstack/tripleo-heat-templates', 'openstack/heat', 'openstack/heat']",2,2
"['openstack/project-config', 'openstack/python-openstackclient']",2,2
"['openstack/project-config', 'openstack/trove']",2,2
"['openstack/project-config', 'openstack/heat', 'openstack/heat']",2,2
"['openstack/glance', 'openstack/releases']",2,2
"['openstack/congress', 'openstack/rally', 'openstack/python-muranoclient', 'openstack/murano']",4,3
"['openstack/python-novaclient', 'openstack/project-config']",2,2
"['openstack/neutron-lbaas', 'openstack/neutron', 'openstack/devstack']",3,3
"['openstack/python-neutronclient', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/devstack', 'openstack/nova', 'openstack/devstack', 'openstack/nova']",2,2
"['openstack/openstack-manuals', 'openstack/python-cinderclient']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/requirements', 'openstack/requirements', 'openstack/neutron']",2,2
"['openstack/designate', 'openstack/project-config', 'openstack/designate']",2,2
"['openstack/devstack', 'openstack/nova', 'openstack/project-config', 'openstack/nova', 'openstack/devstack-gate', 'openstack/devstack']",4,3
"['openstack/project-config', 'openstack/python-keystoneclient', 'openstack/keystoneauth', 'openstack/keystonemiddleware']",4,2
"['openstack/python-senlinclient', 'openstack/openstacksdk', 'openstack/senlin']",3,2
"['openstack/trove', 'openstack/neutron-vpnaas', 'openstack/trove-integration', 'openstack/neutron-lbaas', 'openstack/neutron-fwaas', 'openstack/neutron', 'openstack/ironic', 'openstack/cinder', 'openstack/nova', 'openstack/glance', 'openstack/keystone', 'openstack/ceilometer', 'openstack/heat', 'openstack/sahara', 'openstack/horizon']",15,12
"['openstack/project-config', 'openstack/mistral', 'openstack/mistral']",2,2
"['openstack/project-config', 'openstack/heat']",2,2
"['openstack/devstack', 'openstack/tempest']",2,2
"['openstack/ceilometer', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/glance']",2,2
"['openstack/rally', 'openstack/rally', 'openstack/ceilometer']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/project-config', 'openstack/ironic-inspector', 'openstack/ironic-inspector']",2,2
"['openstack/devstack', 'openstack/project-config']",2,2
"['openstack/tempest-lib', 'openstack/python-troveclient']",2,2
"['openstack/project-config', 'openstack/designate', 'openstack/designate']",2,2
"['openstack/project-config', 'openstack/senlin']",2,2
"['openstack/releases', 'openstack/requirements', 'openstack/releases']",2,2
"['openstack/heat', 'openstack/ceilometer', 'openstack/tempest', 'openstack/project-config']",4,4
"['openstack/ironic', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/requirements', 'openstack/releases', 'openstack/releases']",2,2
"['openstack/oslo.messaging', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/cinder']",2,2
"['openstack/project-config', 'openstack/horizon', 'openstack/horizon']",2,2
"['openstack/requirements', 'openstack/releases', 'openstack/releases']",2,2
"['openstack/neutron', 'openstack/neutron-lbaas', 'openstack/neutron-vpnaas', 'openstack/neutron']",3,2
"['openstack/heat', 'openstack/heat', 'openstack/sahara']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/oslo.config', 'openstack/devstack-gate', 'openstack/project-config']",3,2
"['openstack/devstack', 'openstack/devstack', 'openstack/tempest']",2,2
"['openstack/governance', 'openstack/project-team-guide']",2,2
"['openstack/neutron', 'openstack/neutron-vpnaas', 'openstack/neutron-fwaas', 'openstack/neutron', 'openstack/neutron-fwaas', 'openstack/devstack']",4,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/project-config', 'openstack/cinder', 'openstack/cinder']",2,2
"['openstack/project-config', 'openstack/ironic', 'openstack/ironic']",2,2
"['openstack/zaqar', 'openstack/trove', 'openstack/designate', 'openstack/trove-integration', 'openstack/trove', 'openstack/ceilometer', 'openstack/swift']",6,5
"['openstack/devstack', 'openstack/devstack', 'openstack/devstack-gate', 'openstack/devstack']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/project-config', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/diskimage-builder', 'openstack/ironic', 'openstack/ironic-python-agent']",3,2
"['openstack/devstack', 'openstack/tempest']",2,2
"['openstack/ceilometer', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/murano', 'openstack/murano']",2,2
"['openstack/nova', 'openstack/requirements']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/requirements', 'openstack/shade', 'openstack/releases']",3,3
"['openstack/kolla', 'openstack/requirements', 'openstack/releases', 'openstack/requirements', 'openstack/kolla']",3,3
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/devstack-gate', 'openstack/magnum']",2,2
"['openstack/project-config', 'openstack/openstackdocstheme', 'openstack/openstack-doc-tools']",3,2
"['openstack/tripleo-common', 'openstack/project-config', 'openstack/tripleo-ci', 'openstack/tripleo-common']",3,2
"['openstack/nova', 'openstack/ceilometer', 'openstack/devstack']",3,3
"['openstack/openstack-manuals', 'openstack/neutron']",2,2
"['openstack/cinder', 'openstack/grenade']",2,2
"['openstack/magnum', 'openstack/project-config']",2,2
"['openstack/neutron-lbaas', 'openstack/neutron', 'openstack/neutron-vpnaas', 'openstack/neutron-fwaas']",4,2
"['openstack/project-config', 'openstack/kolla', 'openstack/kolla']",2,2
"['openstack/project-config', 'openstack/aodh']",2,2
"['openstack/pbr', 'openstack/requirements', 'openstack/devstack-gate']",3,3
"['openstack/tempest', 'openstack/devstack-gate']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/nova', 'openstack/requirements']",2,2
"['openstack/os-client-config', 'openstack/requirements']",2,2
"['openstack/python-muranoclient', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/devstack', 'openstack/tempest']",2,2
"['openstack/python-openstackclient', 'openstack/glance']",2,2
"['openstack/devstack', 'openstack/shade', 'openstack/devstack']",2,2
"['openstack/devstack', 'openstack/devstack-gate']",2,2
"['openstack/keystone', 'openstack/keystone', 'openstack/project-config']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/devstack-gate', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder', 'openstack/cinder']",3,3
"['openstack/project-config', 'openstack/nova']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/bifrost', 'openstack/shade']",2,2
"['openstack/magnum', 'openstack/project-config']",2,2
"['openstack/shade', 'openstack/requirements', 'openstack/releases']",3,3
"['openstack/project-config', 'openstack/kolla', 'openstack/kolla']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/glance', 'openstack/project-config', 'openstack/glance']",2,2
"['openstack/instack-undercloud', 'openstack/puppet-ironic']",2,2
"['openstack/neutron-lbaas', 'openstack/rally']",2,2
"['openstack/ceilometer', 'openstack/gnocchi']",2,2
"['openstack/tempest', 'openstack/ceilometer', 'openstack/ceilometer']",2,2
"['openstack/devstack', 'openstack/oslo.messaging', 'openstack/oslo.messaging', 'openstack/oslo-specs']",3,2
"['openstack/ironic', 'openstack/project-config']",2,2
"['openstack/tripleo-incubator', 'openstack/diskimage-builder']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/oslo.privsep', 'openstack/devstack', 'openstack/project-config']",4,4
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/cinder', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/grenade', 'openstack/devstack-gate']",3,2
"['openstack/mistral', 'openstack/requirements']",2,2
"['openstack/requirements', 'openstack/ceilometer', 'openstack/ceilometer', 'openstack/ceilometer']",2,2
"['openstack/oslo.service', 'openstack/ironic-python-agent']",2,2
"['openstack/grenade', 'openstack/nova']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/releases']",2,2
"['openstack/tripleo-common', 'openstack/puppet-heat']",2,2
"['openstack/neutron', 'openstack/ironic', 'openstack/neutron', 'openstack/neutron', 'openstack/neutron']",2,2
"['openstack/project-config', 'openstack/kolla', 'openstack/kolla']",2,2
"['openstack/nova', 'openstack/nova', 'openstack/ec2-api']",2,2
"['openstack/swift', 'openstack/tempest']",2,2
"['openstack/heat', 'openstack/python-magnumclient']",2,2
"['openstack/project-config', 'openstack/neutron']",2,2
"['openstack/neutron-lbaas', 'openstack/neutron-lbaas', 'openstack/octavia', 'openstack/neutron-lbaas']",2,2
"['openstack/tripleo-ci', 'openstack/project-config']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/shade', 'openstack/requirements']",2,2
"['openstack/nova', 'openstack/oslo.versionedobjects']",2,2
"['openstack/tripleo-heat-templates', 'openstack/tripleo-heat-templates', 'openstack/puppet-nova']",2,2
"['openstack/shade', 'openstack/devstack']",2,2
"['openstack/python-ceilometerclient', 'openstack/ceilometer', 'openstack/ceilometer', 'openstack/project-config']",3,3
"['openstack/neutron', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/trove', 'openstack/requirements', 'openstack/requirements', 'openstack/ceilometer', 'openstack/requirements']",4,4
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/neutron', 'openstack/neutron-lbaas']",2,2
"['openstack/project-config', 'openstack/devstack']",2,2
"['openstack/rally', 'openstack/python-novaclient']",2,2
"['openstack/ironic-inspector', 'openstack/ironic-inspector', 'openstack/devstack']",2,2
"['openstack/ceilometer', 'openstack/requirements']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/governance', 'openstack/project-config', 'openstack/governance']",2,2
"['openstack/python-cinderclient', 'openstack/nova']",2,2
"['openstack/ec2-api', 'openstack/nova']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/openstack-doc-tools', 'openstack/openstack-manuals']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/oslo.log', 'openstack/requirements']",2,2
"['openstack/horizon', 'openstack/horizon', 'openstack/requirements']",2,2
"['openstack/nova', 'openstack/oslo.service', 'openstack/neutron', 'openstack/requirements', 'openstack/neutron', 'openstack/manila']",5,5
"['openstack/tripleo-heat-templates', 'openstack/heat-templates']",2,2
"['openstack/devstack', 'openstack/tempest']",2,2
"['openstack/project-config', 'openstack/openstack-ansible']",2,2
"['openstack/instack-undercloud', 'openstack/puppet-ironic']",2,2
"['openstack/python-ceilometerclient', 'openstack/project-config']",2,2
"['openstack/designate', 'openstack/devstack']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/openstack-ansible-security']",2,2
"['openstack/neutron-lbaas', 'openstack/octavia', 'openstack/octavia']",2,2
"['openstack/ceilometer', 'openstack/ceilometer', 'openstack/grenade']",2,2
"['openstack/keystone', 'openstack/devstack']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/releases']",2,2
"['openstack/devstack', 'openstack/devstack-gate']",2,2
"['openstack/cinder', 'openstack/tempest']",2,2
"['openstack/security-doc', 'openstack/openstackdocstheme']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/releases']",2,2
"['openstack/neutron-fwaas', 'openstack/neutron', 'openstack/neutron-vpnaas', 'openstack/neutron-lbaas']",4,2
"['openstack/bifrost', 'openstack/bifrost', 'openstack/bifrost', 'openstack/bifrost', 'openstack/bifrost', 'openstack/bifrost', 'openstack/bifrost', 'openstack/bifrost', 'openstack/shade', 'openstack/bifrost']",2,2
"['openstack/releases', 'openstack/governance']",2,2
"['openstack/fuel-library', 'openstack/puppet-murano', 'openstack/fuel-docs', 'openstack/puppet-murano']",3,2
"['openstack/devstack-gate', 'openstack/ceilometer']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/heat', 'openstack/heat', 'openstack/tempest']",2,2
"['openstack/project-config', 'openstack/networking-midonet']",2,2
"['openstack/project-config', 'openstack/tap-as-a-service']",2,2
"['openstack/project-config', 'openstack/ironic-lib']",2,2
"['openstack/governance', 'openstack/releases']",2,2
"['openstack/keystonemiddleware', 'openstack/releases', 'openstack/keystonemiddleware', 'openstack/keystonemiddleware', 'openstack/keystonemiddleware']",2,2
"['openstack/neutron', 'openstack/neutron-vpnaas', 'openstack/neutron-lbaas', 'openstack/neutron', 'openstack/neutron-vpnaas', 'openstack/neutron-lbaas']",3,2
"['openstack/rally', 'openstack/project-config']",2,2
"['openstack/nova', 'openstack/requirements']",2,2
"['openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack-gate', 'openstack/grenade', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack']",3,2
"['openstack/grenade', 'openstack/nova', 'openstack/devstack-gate', 'openstack/grenade', 'openstack/grenade']",3,3
"['openstack/ironic', 'openstack/requirements', 'openstack/ironic', 'openstack/requirements']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/releases', 'openstack/releases', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/requirements', 'openstack/project-config']",2,2
"['openstack/cinder', 'openstack/python-glanceclient', 'openstack/cinder', 'openstack/cinder', 'openstack/python-glanceclient']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/oslo.service', 'openstack/devstack', 'openstack/oslo.service']",2,2
"['openstack/tripleo-heat-templates', 'openstack/instack-undercloud', 'openstack/puppet-swift']",3,2
"['openstack/python-novaclient', 'openstack/python-novaclient', 'openstack/devstack']",2,2
"['openstack/networking-midonet', 'openstack/devstack']",2,2
"['openstack/devstack', 'openstack/project-config']",2,2
"['openstack/cinder', 'openstack/project-config', 'openstack/devstack']",3,3
"['openstack/nova', 'openstack/os-testr']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/tempest', 'openstack/heat']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/openstack-chef-repo', 'openstack/openstack-chef-repo', 'openstack/cookbook-openstack-compute', 'openstack/cookbook-openstack-block-storage', 'openstack/cookbook-openstack-image', 'openstack/cookbook-openstack-common', 'openstack/cookbook-openstack-client']",6,2
"['openstack/horizon', 'openstack/project-config']",2,2
"['openstack/devstack', 'openstack/glance']",2,2
"['openstack/tempest', 'openstack/nova', 'openstack/tempest', 'openstack/devstack', 'openstack/nova', 'openstack/tempest', 'openstack/devstack-gate', 'openstack/nova', 'openstack/devstack', 'openstack/devstack', 'openstack/nova', 'openstack/nova']",4,4
"['openstack/magnum', 'openstack/project-config']",2,2
"['openstack/murano-apps', 'openstack/rally']",2,2
"['openstack/zaqar', 'openstack/python-zaqarclient', 'openstack/zaqar', 'openstack/zaqar', 'openstack/zaqar', 'openstack/python-zaqarclient', 'openstack/requirements']",3,2
"['openstack/shade', 'openstack/bifrost', 'openstack/shade', 'openstack/os-client-config']",3,2
"['openstack/neutron', 'openstack/diskimage-builder', 'openstack/instack-undercloud', 'openstack/python-tripleoclient', 'openstack/neutron', 'openstack/neutron', 'openstack/diskimage-builder', 'openstack/ironic-python-agent', 'openstack/ironic']",6,4
"['openstack/requirements', 'openstack/requirements', 'openstack/python-openstackclient', 'openstack/devstack', 'openstack/devstack']",3,3
"['openstack/releases', 'openstack/requirements', 'openstack/releases']",2,2
"['openstack/devstack', 'openstack/ec2-api']",2,2
"['openstack/project-config', 'openstack/tacker']",2,2
"['openstack/keystone', 'openstack/pbr']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/tripleo-ci', 'openstack/diskimage-builder']",2,2
"['openstack/project-config', 'openstack/devstack']",2,2
"['openstack/neutron', 'openstack/ec2-api', 'openstack/nova', 'openstack/neutron']",3,3
"['openstack/barbican', 'openstack/project-config', 'openstack/barbican']",2,2
"['openstack/tempest', 'openstack/nova']",2,2
"['openstack/rally', 'openstack/ceilometer']",2,2
"['openstack/oslo.messaging', 'openstack/neutron']",2,2
"['openstack/requirements', 'openstack/releases']",2,2
"['openstack/puppet-neutron', 'openstack/tripleo-heat-templates', 'openstack/puppet-neutron']",2,2
"['openstack/project-config', 'openstack/python-keystoneclient']",2,2
"['openstack/tempest', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/openstack-manuals', 'openstack/networking-sfc', 'openstack/project-config']",3,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/tripleo-incubator', 'openstack/diskimage-builder']",2,2
"['openstack/neutron', 'openstack/neutron', 'openstack/project-config', 'openstack/nova', 'openstack/project-config', 'openstack/project-config']",3,3
"['openstack/tempest', 'openstack/requirements', 'openstack/tempest-lib', 'openstack/releases', 'openstack/releases', 'openstack/tempest', 'openstack/python-novaclient']",5,4
"['openstack/project-config', 'openstack/governance', 'openstack/openstack-manuals']",3,2
"['openstack/project-config', 'openstack/project-config', 'openstack/magnum']",2,2
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/ceilometer', 'openstack/grenade']",2,2
"['openstack/neutron-vpnaas', 'openstack/networking-l2gw', 'openstack/neutron']",3,2
"['openstack/bifrost', 'openstack/bifrost', 'openstack/bifrost', 'openstack/diskimage-builder']",2,2
"['openstack/python-neutronclient', 'openstack/project-config', 'openstack/python-neutronclient']",2,2
"['openstack/project-config', 'openstack/mistral']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/neutron', 'openstack/manila']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/devstack', 'openstack/keystone']",2,2
"['openstack/rally', 'openstack/project-config']",2,2
"['openstack/horizon', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/governance', 'openstack/project-config', 'openstack/governance']",2,2
"['openstack/ceilometer', 'openstack/rally']",2,2
"['openstack/puppet-openstack-integration', 'openstack/project-config']",2,2
"['openstack/swift', 'openstack/requirements', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/sahara']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/nova', 'openstack/devstack', 'openstack/nova']",2,2
"['openstack/tooz', 'openstack/requirements']",2,2
"['openstack/devstack', 'openstack/tempest']",2,2
"['openstack/releases', 'openstack/governance', 'openstack/project-config']",3,3
"['openstack/nova', 'openstack/rally']",2,2
"['openstack/nova', 'openstack/manila', 'openstack/manila', 'openstack/manila', 'openstack/nova', 'openstack/manila']",2,2
"['openstack/project-config', 'openstack/python-ironicclient']",2,2
"['openstack/nova', 'openstack/devstack', 'openstack/nova']",2,2
"['openstack/glance_store', 'openstack/requirements']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/requirements', 'openstack/requirements', 'openstack/devstack-gate', 'openstack/requirements', 'openstack/ironic']",3,3
"['openstack/devstack', 'openstack/devstack-gate']",2,2
"['openstack/devstack', 'openstack/ironic']",2,2
"['openstack/project-config', 'openstack/devstack', 'openstack/nova', 'openstack/tempest']",4,4
"['openstack/ironic', 'openstack/neutron']",2,2
"['openstack/devstack', 'openstack/heat', 'openstack/heat']",2,2
"['openstack/project-config', 'openstack/barbican']",2,2
"['openstack/tempest', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack', 'openstack/tempest', 'openstack/devstack', 'openstack/devstack', 'openstack/project-config', 'openstack/cinder', 'openstack/cinder', 'openstack/tempest', 'openstack/tempest', 'openstack/cinder', 'openstack/tempest', 'openstack/project-config']",4,4
"['openstack/tripleo-ci', 'openstack/diskimage-builder']",2,2
"['openstack/ceilometer', 'openstack/ceilometer', 'openstack/ceilometer', 'openstack/gnocchi', 'openstack/gnocchi', 'openstack/aodh']",3,3
"['openstack/glance', 'openstack/glance', 'openstack/glance', 'openstack/requirements', 'openstack/project-config']",3,3
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/horizon', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/devstack', 'openstack/devstack-gate', 'openstack/project-config']",3,2
"['openstack/tempest', 'openstack/tempest', 'openstack/requirements', 'openstack/tempest', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/grenade']",2,2
"['openstack/project-config', 'openstack/project-config', 'openstack/kolla', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/kolla']",2,2
"['openstack/puppet-openstack-integration', 'openstack/puppet-tempest', 'openstack/tempest', 'openstack/puppet-openstack-integration']",3,2
"['openstack/neutron', 'openstack/oslo.log', 'openstack/oslo.context', 'openstack/oslo.log']",3,2
"['openstack/ec2-api', 'openstack/nova', 'openstack/nova', 'openstack/ec2-api']",2,2
"['openstack/heat', 'openstack/kolla']",2,2
"['openstack/horizon', 'openstack/project-config']",2,2
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/python-swiftclient', 'openstack/project-config']",2,2
"['openstack/nova', 'openstack/tempest', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/neutron-fwaas', 'openstack/neutron', 'openstack/neutron-vpnaas', 'openstack/neutron-lbaas']",4,2
"['openstack/gnocchi', 'openstack/project-config']",2,2
"['openstack/oslo.messaging', 'openstack/requirements', 'openstack/oslo.config']",3,2
"['openstack/project-config', 'openstack/releases']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/neutron', 'openstack/openstack-manuals']",2,2
"['openstack/grenade', 'openstack/project-config']",2,2
"['openstack/keystone', 'openstack/requirements']",2,2
"['openstack/ceilometer', 'openstack/requirements']",2,2
"['openstack/puppet-tempest', 'openstack/project-config', 'openstack/puppet-openstack-integration', 'openstack/puppet-tempest']",3,2
"['openstack/releases', 'openstack/project-config']",2,2
"['openstack/ceilometer', 'openstack/gnocchi']",2,2
"['openstack/gnocchi', 'openstack/ceilometer', 'openstack/aodh']",3,3
"['openstack/nova', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack']",2,2
"['openstack/nova', 'openstack/devstack']",2,2
"['openstack/devstack-gate', 'openstack/neutron']",2,2
"['openstack/requirements', 'openstack/requirements', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/nova', 'openstack/requirements']",2,2
"['openstack/tempest', 'openstack/devstack']",2,2
"['openstack/devstack', 'openstack/neutron', 'openstack/devstack-gate']",3,3
"['openstack/devstack', 'openstack/devstack-gate', 'openstack/neutron-vpnaas']",3,3
"['openstack/neutron-lbaas', 'openstack/neutron-vpnaas', 'openstack/neutron', 'openstack/neutron-vpnaas', 'openstack/neutron', 'openstack/neutron']",3,2
"['openstack/project-config', 'openstack/python-mistralclient']",2,2
"['openstack/project-config', 'openstack/nova', 'openstack/nova']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/taskflow', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/horizon', 'openstack/project-config']",2,2
"['openstack/python-keystoneclient', 'openstack/keystoneauth', 'openstack/python-openstackclient']",3,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/ironic-lib']",2,2
"['openstack/neutron-fwaas', 'openstack/nova', 'openstack/devstack', 'openstack/neutron', 'openstack/neutron-lbaas', 'openstack/cinder', 'openstack/keystone', 'openstack/neutron-vpnaas', 'openstack/glance', 'openstack/networking-ofagent', 'openstack/keystone', 'openstack/requirements']",11,8
"['openstack/congress', 'openstack/tempest']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/devstack', 'openstack/project-config']",2,2
"['openstack/neutron', 'openstack/project-config', 'openstack/devstack-gate', 'openstack/project-config']",3,2
"['openstack/neutron-vpnaas', 'openstack/neutron', 'openstack/neutron-lbaas']",3,2
"['openstack/heat', 'openstack/heat', 'openstack/ec2-api', 'openstack/nova']",3,3
"['openstack/requirements', 'openstack/project-config']",2,2
"['openstack/python-neutronclient', 'openstack/project-config']",2,2
"['openstack/ec2-api', 'openstack/nova', 'openstack/ec2-api']",2,2
"['openstack/ceilometer', 'openstack/devstack']",2,2
"['openstack/ceilometer', 'openstack/project-config']",2,2
"['openstack/puppet-openstack-integration', 'openstack/project-config']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/ceilometer', 'openstack/openstack-manuals']",2,2
"['openstack/project-config', 'openstack/networking-odl', 'openstack/neutron-fwaas']",3,2
"['openstack/project-config', 'openstack/devstack']",2,2
"['openstack/project-config', 'openstack/ceilometer']",2,2
"['openstack/neutron-fwaas', 'openstack/project-config', 'openstack/neutron-fwaas']",2,2
"['openstack/tempest', 'openstack/devstack', 'openstack/devstack', 'openstack/devstack']",2,2
"['openstack/project-config', 'openstack/requirements']",2,2
"['openstack/project-config', 'openstack/neutron-vpnaas']",2,2
"['openstack/ironic', 'openstack/nova']",2,2
"['openstack/project-config', 'openstack/governance']",2,2
"['openstack/devstack', 'openstack/ironic']",2,2
"['openstack/requirements', 'openstack/taskflow']",2,2
"['openstack/nova', 'openstack/requirements']",2,2
"['openstack/ironic', 'openstack/requirements', 'openstack/oslo.log']",3,3
"['openstack/python-novaclient', 'openstack/python-keystoneclient']",2,2
"['openstack/devstack', 'openstack/tempest', 'openstack/devstack']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
"['openstack/shade', 'openstack/python-swiftclient']",2,2
"['openstack/swift', 'openstack/requirements']",2,2
"['openstack/neutron', 'openstack/networking-ovn', 'openstack/requirements']",3,2
"['openstack/devstack', 'openstack/neutron']",2,2
"['openstack/devstack', 'openstack/ceilometer']",2,2
"['openstack/governance', 'openstack/project-config']",2,2
