Path,length,length_service
['openstack/openstack-zuul-jobs' 'openstack/networking-bgpvpn'],2,2
"['openstack/heat' 'openstack/heat-tempest-plugin'
 'openstack/python-heatclient']",3,1
"['openstack/tripleo-quickstart-extras' 'openstack/tripleo-ci'
 'openstack/tripleo-quickstart' 'openstack/python-tripleoclient'
 'openstack/tripleo-common']",5,1
"['openstack/openstacksdk' 'openstack/python-senlinclient'
 'openstack/senlin']",3,2
['openstack/python-saharaclient' 'openstack/openstack-zuul-jobs'],2,2
['openstack/python-zunclient' 'openstack/zun'],2,1
['openstack/puppet-vitrage' 'openstack/puppet-openstack-integration'],2,1
['openstack/project-config' 'openstack/cinder-specs'],2,2
['openstack/project-config'],1,1
['openstack/governance' 'openstack/project-config'],2,2
['openstack/governance' 'openstack/project-config'],2,2
['openstack/governance' 'openstack/project-config'],2,2
['openstack/oslo.log' 'openstack/oslo.context'],2,1
"['openstack/requirements' 'openstack/openstack-doc-tools'
 'openstack/rpm-packaging']",3,3
"['openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/solum']",3,2
['openstack/python-tripleoclient' 'openstack/tripleo-common'],2,1
['openstack/tripleo-quickstart-extras' 'openstack/tripleo-ci'],2,1
['openstack/nova-specs' 'openstack/project-config'],2,2
['openstack/nova' 'openstack/devstack-gate'],2,2
['openstack/ironic' 'openstack/ironic-python-agent'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstacksdk' 'openstack/governance'],2,2
"['openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/pyeclib']",3,2
"['openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/zaqar']",3,2
"['openstack/python-neutronclient' 'openstack/networking-bgpvpn'
 'openstack/neutron' 'openstack/neutron-lib']",4,1
['openstack/neutron' 'openstack/neutron-lib'],2,1
['openstack/puppet-openstack-integration' 'openstack/puppet-neutron'],2,1
['openstack/tripleo-docs' 'openstack/tripleo-repos'],2,1
"['openstack/openstack-ansible-lxc_hosts'
 'openstack/openstack-ansible-lxc_container_create']",2,1
"['openstack/tripleo-heat-templates' 'openstack/tripleo-quickstart'
 'openstack/tripleo-quickstart-extras']",3,1
['openstack/tripleo-heat-templates' 'openstack/puppet-tripleo'],2,1
"['openstack/ansible-role-k8s-keystone'
 'openstack/ansible-role-k8s-mariadb']",2,2
"['openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/barbican-tempest-plugin' 'openstack/barbican']",4,2
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
"['openstack/openstack-zuul-jobs' 'openstack/castellan'
 'openstack/project-config']",3,2
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
"['openstack/requirements' 'openstack/oslo.db'
 'openstack/openstack-zuul-jobs' 'openstack/project-config']",4,3
['openstack/tempest' 'openstack/nova'],2,2
['openstack/openstack-ansible' 'openstack/releases'],2,2
['openstack/openstack-ansible' 'openstack/releases'],2,2
['openstack/openstack-ansible-os_keystone' 'openstack/tempest'],2,2
['openstack/governance' 'openstack/project-config'],2,2
['openstack/governance' 'openstack/project-config'],2,2
['openstack/heat'],1,1
"['openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/horizon' 'openstack/heat-dashboard']",4,3
['openstack/python-openstackclient' 'openstack/devstack'],2,2
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/puppet-nova' 'openstack/project-config'],2,2
['openstack/blazar' 'openstack/blazar-dashboard'],2,1
['openstack/puppet-openstack-integration' 'openstack/puppet-swift'],2,1
['openstack/puppet-nova' 'openstack/openstack-zuul-jobs'],2,2
['openstack/networking-bagpipe' 'openstack/networking-bgpvpn'],2,1
['openstack/governance' 'openstack/project-team-guide'],2,2
['openstack/os-client-config' 'openstack/shade'],2,1
['openstack/neutron' 'openstack/neutron-tempest-plugin'],2,1
"['openstack/charm-designate' 'openstack/charm-designate-bind'
 'openstack/charm-interface-bind-rndc']",3,2
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/nova' 'openstack/tempest'],2,2
['openstack/tripleo-heat-templates' 'openstack/puppet-tripleo'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/ironic' 'openstack/networking-generic-switch'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
"['openstack/heat' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']",3,2
['openstack/tripleo-quickstart-extras' 'openstack/tripleo-ci'],2,1
['openstack/tripleo-heat-templates' 'openstack/puppet-tripleo'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/tripleo-heat-templates'],1,1
['openstack/heat' 'openstack/nova'],2,2
"['openstack/tripleo-heat-templates' 'openstack/puppet-nova'
 'openstack/puppet-openstack-integration' 'openstack/puppet-cinder']",4,2
['openstack/tripleo-heat-templates' 'openstack/puppet-heat'],2,2
['openstack/tripleo-common' 'openstack/kolla'],2,2
"['openstack/puppet-nova' 'openstack/tripleo-heat-templates'
 'openstack/tripleo-ci']",3,2
['openstack/instack-undercloud' 'openstack/tripleo-ci'],2,1
['openstack/charm-layer-openstack' 'openstack/charms.openstack'],2,1
['openstack/tripleo-heat-templates' 'openstack/puppet-tripleo'],2,1
['openstack/tripleo-heat-templates' 'openstack/puppet-tripleo'],2,1
['openstack/tripleo-ci' 'openstack/tripleo-quickstart-extras'],2,1
"['openstack/tripleo-ui' 'openstack/octavia-dashboard'
 'openstack/openstack-zuul-jobs']",3,3
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
"['openstack/neutron-lbaas' 'openstack/neutron' 'openstack/neutron-vpnaas'
 'openstack/networking-bgpvpn' 'openstack/networking-sfc']",5,2
"['openstack/sushy' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']",3,2
['openstack/project-config' 'openstack/diskimage-builder'],2,1
['openstack/tripleo-heat-templates' 'openstack/puppet-tripleo'],2,1
['openstack/puppet-tripleo' 'openstack/tripleo-heat-templates'],2,1
"['openstack/python-ironicclient' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']",3,2
['openstack/swift' 'openstack/project-config'],2,2
['openstack/project-config' 'openstack/virtualbmc'],2,2
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/project-config' 'openstack/networking-odl'],2,2
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
"['openstack/tripleo-heat-templates' 'openstack/tripleo-common'
 'openstack/tripleo-quickstart-extras']",3,1
['openstack/rpm-packaging' 'openstack/requirements' 'openstack/releases'],3,3
"['openstack/openstack-ansible-os_swift'
 'openstack/openstack-ansible-os_nova'
 'openstack/openstack-ansible-os_keystone'
 'openstack/openstack-ansible-os_gnocchi'
 'openstack/openstack-ansible-os_watcher'
 'openstack/openstack-ansible-pip_install'
 'openstack/openstack-ansible-ops' 'openstack/openstack-ansible-os_magnum'
 'openstack/openstack-ansible-os_tempest'
 'openstack/openstack-ansible-os_glance'
 'openstack/openstack-ansible-os_aodh'
 'openstack/openstack-ansible-os_designate'
 'openstack/openstack-ansible-rabbitmq_server'
 'openstack/openstack-ansible-galera_server'
 'openstack/openstack-ansible-os_cinder'
 'openstack/openstack-ansible-os_heat'
 'openstack/openstack-ansible-os_sahara'
 'openstack/openstack-ansible-os_neutron'
 'openstack/openstack-ansible-repo_build'
 'openstack/openstack-ansible-os_horizon'
 'openstack/openstack-ansible-os_barbican'
 'openstack/openstack-ansible-os_trove'
 'openstack/openstack-ansible-os_cloudkitty'
 'openstack/openstack-ansible-repo_server'
 'openstack/openstack-ansible-os_almanach'
 'openstack/openstack-ansible-lxc_container_create'
 'openstack/openstack-ansible-plugins'
 'openstack/openstack-ansible-lxc_hosts'
 'openstack/openstack-ansible-rsyslog_client'
 'openstack/openstack-ansible-os_zaqar' 'openstack/ansible-hardening'
 'openstack/openstack-ansible-openstack_hosts'
 'openstack/openstack-ansible-ceph_client'
 'openstack/openstack-ansible-os_ironic'
 'openstack/openstack-ansible-galera_client'
 'openstack/openstack-ansible-memcached_server'
 'openstack/openstack-ansible-haproxy_server'
 'openstack/openstack-ansible-openstack_openrc'
 'openstack/openstack-ansible-os_monasca'
 'openstack/openstack-ansible-apt_package_pinning'
 'openstack/openstack-ansible-os_ceilometer'
 'openstack/openstack-ansible-rsyslog_server'
 'openstack/openstack-ansible-tests']",43,2
['openstack/python-tripleoclient' 'openstack/tripleo-common'],2,1
"['openstack/congress' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']",3,1
['openstack/tripleo-heat-templates' 'openstack/puppet-tripleo'],2,1
['openstack/tripleo-ci' 'openstack/python-tripleoclient' 'openstack/heat'],3,2
['openstack/tripleo-heat-templates' 'openstack/tripleo-common'],2,1
['openstack/puppet-octavia' 'openstack/puppet-openstack-integration'],2,1
['openstack/puppet-tripleo' 'openstack/tripleo-heat-templates'],2,1
['openstack/networking-odl' 'openstack/neutron'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/python-openstackclient' 'openstack/openstacksdk'],2,1
"['openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/requirements']",3,2
['openstack/neutron' 'openstack/networking-bagpipe'],2,1
['openstack/zun'],1,1
['openstack/octavia' 'openstack/diskimage-builder'],2,2
"['openstack/openstack-zuul-jobs' 'openstack/project-config'
 'openstack/devstack-plugin-amqp1']",3,2
"['openstack/openstack-ansible-os_swift'
 'openstack/openstack-ansible-lxc_hosts']",2,1
['openstack/openstack-ansible' 'openstack/openstack-manuals'],2,2
"['openstack/sahara-dashboard' 'openstack/python-saharaclient'
 'openstack/sahara']",3,1
['openstack/python-openstackclient' 'openstack/openstacksdk'],2,1
"['openstack/tacker' 'openstack/project-config'
 'openstack/openstack-zuul-jobs']",3,2
"['openstack/python-ironic-inspector-client'
 'openstack/openstack-zuul-jobs' 'openstack/project-config']",3,2
['openstack/networking-odl'],1,1
"['openstack/neutron-fwaas' 'openstack/python-neutronclient'
 'openstack/neutron-lib']",3,1
['openstack/requirements' 'openstack/neutron'],2,2
['openstack/tempest' 'openstack/neutron'],2,2
['openstack/devstack-gate' 'openstack/neutron'],2,2
['openstack/networking-midonet' 'openstack/neutron-fwaas'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/tripleo-heat-templates' 'openstack/kolla'],2,2
['openstack/puppet-openstack-cookiecutter' 'openstack/openstack-zuul-jobs'],2,2
"['openstack/keystone' 'openstack/openstack-zuul-jobs'
 'openstack/openstack-ansible-tests'
 'openstack/openstack-ansible-lxc_hosts' 'openstack/dragonflow'
 'openstack/project-config']",6,3
['openstack/releases' 'openstack/project-config'],2,2
['openstack/releases' 'openstack/project-config'],2,2
"['openstack/openstack-ansible-os_almanach'
 'openstack/openstack-ansible-os_karbor'
 'openstack/openstack-ansible-os_freezer'
 'openstack/openstack-ansible-os_nova'
 'openstack/openstack-ansible-os_swift'
 'openstack/openstack-ansible-tests'
 'openstack/openstack-ansible-os_sahara'
 'openstack/openstack-ansible-os_neutron'
 'openstack/openstack-ansible-os_tempest'
 'openstack/openstack-ansible-plugins'
 'openstack/openstack-ansible-os_magnum'
 'openstack/openstack-ansible-os_tacker'
 'openstack/openstack-ansible-os_watcher'
 'openstack/openstack-ansible-os_keystone'
 'openstack/openstack-ansible-os_ironic'
 'openstack/openstack-ansible-os_gnocchi'
 'openstack/openstack-ansible-os_trove'
 'openstack/openstack-ansible-os_rally'
 'openstack/openstack-ansible-os_zaqar'
 'openstack/openstack-ansible-pip_install'
 'openstack/openstack-ansible-os_molteniron'
 'openstack/openstack-ansible-repo_server'
 'openstack/openstack-ansible-os_horizon'
 'openstack/openstack-ansible-os_heat'
 'openstack/openstack-ansible-os_aodh'
 'openstack/openstack-ansible-os_glance'
 'openstack/openstack-ansible-os_designate'
 'openstack/openstack-ansible-os_cinder'
 'openstack/openstack-ansible-os_barbican'
 'openstack/openstack-ansible-os_cloudkitty'
 'openstack/openstack-ansible-rabbitmq_server'
 'openstack/openstack-ansible-lxc_hosts'
 'openstack/openstack-ansible-repo_build'
 'openstack/openstack-ansible-lxc_container_create'
 'openstack/openstack-ansible-openstack_openrc'
 'openstack/openstack-ansible-openstack_hosts'
 'openstack/openstack-ansible-memcached_server'
 'openstack/openstack-ansible-rsyslog_client'
 'openstack/openstack-ansible-rsyslog_server'
 'openstack/openstack-ansible-os_searchlight'
 'openstack/openstack-ansible-galera_client'
 'openstack/openstack-ansible-ops'
 'openstack/openstack-ansible-apt_package_pinning'
 'openstack/openstack-ansible-haproxy_server'
 'openstack/openstack-ansible-ceph_client'
 'openstack/openstack-ansible-galera_server']",46,2
['openstack/openstack-ansible-os_nova' 'openstack/openstack-ansible-tests'],2,2
"['openstack/openstack-ansible-os_magnum'
 'openstack/openstack-ansible-os_heat']",2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
"['openstack/ansible-role-k8s-keystone'
 'openstack/ansible-role-k8s-mariadb']",2,2
"['openstack/project-config' 'openstack/openstack-zuul-jobs'
 'openstack/tripleo-heat-templates']",3,2
['openstack/cinder' 'openstack/tempest'],2,2
"['openstack/puppet-cinder' 'openstack/puppet-swift'
 'openstack/puppet-ceilometer' 'openstack/puppet-aodh'
 'openstack/puppet-openstack-integration']",5,1
['openstack/requirements'],1,1
"['openstack/openstack-ansible-os_sahara'
 'openstack/openstack-ansible-lxc_hosts'
 'openstack/openstack-ansible-pip_install']",3,1
['openstack/project-config'],1,1
['openstack/tripleo-quickstart' 'openstack/tripleo-validations'],2,1
['openstack/networking-bgpvpn' 'openstack/requirements'],2,2
['openstack/tripleo-heat-templates' 'openstack/tripleo-puppet-elements'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/networking-l2gw' 'openstack/neutron-lbaas' 'openstack/neutron'],3,2
"['openstack/tripleo-upgrade' 'openstack/tripleo-quickstart-extras'
 'openstack/python-tripleoclient' 'openstack/tripleo-docs']",4,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/tripleo-heat-templates' 'openstack/puppet-pacemaker'],2,1
['openstack/heat' 'openstack/devstack'],2,2
['openstack/project-config' 'openstack/openstack-zuul-jobs'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
['openstack/openstack-zuul-jobs' 'openstack/project-config'],2,1
"['openstack/puppet-tripleo' 'openstack/puppet-openstack-integration'
 'openstack/puppet-openstack_extras' 'openstack/puppet-keystone'
 'openstack/puppet-vswitch' 'openstack/puppet-neutron'
 'openstack/puppet-tempest' 'openstack/puppet-nova'
 'openstack/puppet-openstacklib' 'openstack/puppet-oslo'
 'openstack/puppet-watcher' 'openstack/puppet-glance'
 'openstack/puppet-sahara' 'openstack/puppet-trove'
 'openstack/puppet-barbican' 'openstack/puppet-manila'
 'openstack/puppet-ceilometer' 'openstack/puppet-swift'
 'openstack/puppet-congress' 'openstack/puppet-tacker'
 'openstack/puppet-magnum' 'openstack/puppet-ovn'
 'openstack/puppet-octavia' 'openstack/puppet-gnocchi'
 'openstack/puppet-heat' 'openstack/puppet-zaqar'
 'openstack/puppet-ironic' 'openstack/puppet-murano'
 'openstack/puppet-mistral' 'openstack/puppet-ec2api'
 'openstack/puppet-panko' 'openstack/puppet-designate'
 'openstack/puppet-horizon' 'openstack/puppet-cinder'
 'openstack/openstack-zuul-jobs']",35,3
['openstack/openstack-ansible-os_nova' 'openstack/openstack-ansible-tests'],2,2
"['openstack/openstack-ansible-os_glance'
 'openstack/openstack-ansible-tests']",2,2
"['openstack/heat-tempest-plugin' 'openstack/heat'
 'openstack/python-heatclient' 'openstack/tripleo-heat-templates']",4,2
"['openstack/openstack-ansible-os_octavia' 'openstack/openstack-ansible'
 'openstack/octavia']",3,2
"['openstack/python-zunclient' 'openstack/kuryr-libnetwork'
 'openstack/requirements' 'openstack/kuryr-kubernetes'
 'openstack/releases']",5,4
['openstack/ansible-hardening' 'openstack/openstack-ansible-tests'],2,2
['openstack/compute-hyperv' 'openstack/os-win'],2,1
['openstack/manila'],1,1
"['openstack/zun-ui' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']",3,2
"['openstack/zun' 'openstack/zun-tempest-plugin'
 'openstack/openstack-zuul-jobs' 'openstack/project-config']",4,2
"['openstack/ironic-inspector' 'openstack/openstack-zuul-jobs'
 'openstack/project-config']",3,2
['openstack/project-config'],1,1
['openstack/vitrage' 'openstack/devstack-gate'],2,2
['openstack/neutron'],1,1
"['openstack/openstack-ansible-tests'
 'openstack/openstack-ansible-openstack_hosts'
 'openstack/openstack-ansible-pip_install']",3,2
['openstack/openstack-ansible'],1,1
"['openstack/puppet-ceilometer' 'openstack/puppet-ec2api'
 'openstack/puppet-gnocchi' 'openstack/puppet-aodh'
 'openstack/puppet-barbican' 'openstack/puppet-panko'
 'openstack/puppet-cinder' 'openstack/puppet-sahara'
 'openstack/puppet-horizon' 'openstack/puppet-swift'
 'openstack/puppet-openstack-integration' 'openstack/puppet-designate'
 'openstack/puppet-ironic' 'openstack/puppet-neutron'
 'openstack/puppet-nova' 'openstack/puppet-tempest'
 'openstack/puppet-trove' 'openstack/puppet-zaqar' 'openstack/puppet-heat'
 'openstack/puppet-keystone' 'openstack/puppet-glance'
 'openstack/puppet-vswitch' 'openstack/puppet-oslo'
 'openstack/puppet-openstack_extras' 'openstack/puppet-openstacklib'
 'openstack/puppet-watcher' 'openstack/releases']",27,2
