devs_nbr,projects_nbr,dev_status
16012,3,Non core
16024,1,Non core
16027,4,Non core
16034,1,Non core
16036,4,Non core
16039,3,Non core
16046,6,Non core
16047,3,Non core
16049,2,Non core
16051,58,Non core
16053,3,Non core
16054,2,Non core
16059,3,Non core
16064,1,Non core
16066,18,Non core
16068,4,Non core
16069,2,Core
16100,1,Non core
16106,8,Non core
16107,1,Non core
16110,1,Non core
16115,2,Non core
16116,2,Non core
16121,1,Non core
16124,3,Non core
16129,2,Non core
16132,3,Non core
16137,72,Core
16150,12,Non core
16157,6,Non core
16164,2,Non core
16165,2,Non core
16168,22,Non core
16170,4,Non core
16171,6,Non core
16172,2,Non core
16173,1,Non core
16183,2,Non core
16186,1,Non core
16190,3,Non core
16195,1,Non core
16197,7,Non core
16198,9,Non core
16203,6,Non core
16206,1,Non core
16207,6,Non core
16208,1,Non core
16211,2,Non core
16212,2,Non core
16222,32,Core
16226,3,Non core
16233,4,Non core
16234,3,Non core
16237,129,Non core
16238,1,Non core
16244,1,Non core
16246,3,Non core
16249,1,Non core
16251,2,Non core
16252,3,Non core
16253,4,Non core
16258,3,Non core
16261,1,Non core
16264,3,Non core
16268,2,Non core
16270,1,Non core
16272,7,Non core
16274,11,Core
16277,12,Core
16278,3,Non core
16282,27,Non core
16284,1,Non core
16289,4,Non core
16292,4,Non core
16297,9,Non core
16305,6,Non core
16308,7,Non core
16310,17,Core
16312,74,Core
16318,3,Non core
16322,2,Non core
16339,5,Non core
16341,1,Non core
16347,6,Non core
16352,38,Core
16353,5,Non core
16356,3,Non core
16358,3,Non core
16363,3,Non core
16365,3,Non core
16367,22,Non core
16368,1,Non core
16372,1,Non core
16373,1,Non core
16374,1,Non core
16385,1,Non core
16392,3,Non core
16412,2,Non core
16414,3,Non core
16415,2,Non core
16421,4,Non core
16425,2,Non core
16426,3,Non core
16428,1,Non core
16433,4,Non core
16437,2,Non core
16448,12,Non core
16465,17,Core
16473,1,Non core
16476,2,Non core
16479,3,Non core
16482,1,Non core
16490,1,Non core
16493,1,Non core
16495,4,Non core
16511,11,Core
16513,2,Non core
16514,1,Non core
16515,22,Non core
16518,14,Non core
16520,6,Core
16522,10,Non core
16523,71,Non core
16540,2,Non core
16550,2,Non core
16551,1,Core
16553,3,Non core
16557,4,Non core
16558,2,Non core
16561,1,Non core
16574,12,Non core
16575,2,Non core
16586,2,Non core
16590,2,Non core
16615,14,Non core
16618,3,Non core
16620,2,Non core
16625,7,Non core
16627,2,Non core
16628,15,Core
16631,2,Non core
16635,3,Non core
16643,40,Core
16646,2,Non core
16652,2,Non core
16658,4,Non core
16666,2,Non core
16668,2,Non core
16673,1,Non core
16679,2,Non core
16683,11,Non core
16686,2,Non core
16687,4,Non core
16688,47,Core
16690,13,Non core
16701,4,Non core
16703,2,Non core
16704,3,Non core
16707,8,Non core
16708,28,Core
16710,12,Non core
16714,1,Non core
16721,3,Non core
16754,2,Non core
16759,4,Non core
16768,14,Core
16769,2,Non core
16771,18,Non core
16774,3,Non core
16781,3,Non core
16788,3,Core
16793,1,Non core
16794,2,Non core
16797,2,Non core
16800,5,Non core
16801,2,Non core
16803,5,Non core
16814,1,Non core
16819,2,Non core
16821,2,Non core
16828,2,Non core
16839,2,Non core
16840,3,Non core
16845,12,Non core
16853,2,Non core
16871,4,Non core
16873,2,Non core
16881,2,Non core
16883,2,Non core
16896,421,Non core
16901,2,Non core
16907,9,Non core
16910,2,Non core
16917,4,Non core
16927,1,Non core
16929,4,Non core
16934,4,Non core
16935,1,Non core
16939,2,Non core
16945,1,Non core
16953,2,Non core
16957,4,Non core
16958,2,Non core
16960,1,Non core
16962,6,Non core
16963,4,Non core
16964,1,Non core
16965,1,Non core
16973,3,Non core
16982,3,Non core
16983,1,Non core
16984,6,Core
16986,43,Non core
16987,1,Non core
16991,2,Non core
16993,2,Non core
16994,1,Non core
16999,1,Non core
17001,10,Core
17002,1,Non core
17004,1,Non core
17005,3,Non core
17013,7,Non core
17019,9,Non core
17026,7,Non core
17031,3,Non core
17041,1,Non core
17042,3,Non core
17043,5,Non core
17045,2,Non core
17063,1,Non core
17068,95,Core
17070,6,Non core
17073,1,Non core
17080,1,Non core
17081,35,Non core
17087,2,Non core
17089,2,Non core
17090,2,Non core
17097,18,Non core
17098,2,Non core
17101,1,Non core
17104,11,Non core
17108,1,Non core
17109,8,Non core
17116,10,Non core
17119,4,Non core
17120,17,Core
17123,31,Non core
17126,1,Non core
17130,396,Non core
17133,5,Non core
17139,6,Non core
17144,1,Non core
17147,3,Non core
17151,10,Core
17156,4,Core
17169,3,Non core
17172,7,Non core
17179,3,Non core
17180,4,Non core
17181,2,Non core
17190,3,Non core
17192,10,Non core
17199,1,Non core
17200,1,Non core
17202,1,Non core
17203,3,Non core
17207,43,Non core
17208,2,Non core
17211,9,Non core
17214,2,Non core
17216,21,Non core
17218,4,Non core
17224,2,Non core
17243,2,Non core
17244,6,Non core
17245,3,Non core
17248,1,Non core
17254,3,Non core
17255,5,Core
17256,2,Non core
17257,3,Non core
17264,12,Non core
17265,1,Non core
17270,4,Non core
17272,2,Non core
17275,27,Non core
17276,1,Non core
17277,4,Non core
17280,22,Non core
17281,2,Non core
17288,2,Non core
17289,2,Non core
17292,2,Non core
17293,3,Non core
17302,1,Non core
17317,4,Non core
17319,1,Non core
17321,3,Non core
17322,1,Non core
17327,1,Non core
17331,6,Non core
17332,2,Non core
17333,2,Non core
17347,1,Non core
17357,2,Non core
17360,5,Non core
17361,5,Non core
17363,3,Core
17372,1,Non core
17377,5,Non core
17386,7,Core
17399,2,Non core
17405,1,Non core
17419,3,Non core
17425,1,Non core
17430,4,Non core
17436,2,Non core
17438,2,Non core
17440,2,Non core
17445,3,Non core
17455,5,Non core
17456,2,Non core
17457,1,Non core
17465,3,Non core
17476,2,Non core
17478,2,Non core
17480,1,Non core
17481,1,Non core
17484,2,Non core
17489,1,Non core
17491,7,Non core
17499,174,Non core
17503,1,Non core
17505,17,Core
17517,2,Non core
17521,2,Non core
17523,3,Non core
17527,5,Non core
17536,3,Non core
17540,2,Non core
17545,2,Non core
17549,18,Non core
17553,2,Non core
17555,2,Non core
17556,3,Core
17559,3,Non core
17564,1,Non core
17566,4,Core
17570,1,Non core
17579,6,Non core
17588,5,Non core
17589,11,Non core
17591,12,Core
17592,4,Non core
17595,1,Non core
17599,6,Non core
17609,1,Non core
17626,3,Non core
17628,1,Non core
17639,2,Non core
17645,15,Non core
17656,3,Non core
17659,4,Non core
17660,1,Non core
17667,1,Non core
17669,17,Core
17671,3,Non core
17685,88,Non core
17686,2,Non core
17699,3,Non core
17700,2,Non core
17705,2,Non core
17707,1,Non core
17709,4,Core
17711,4,Non core
17714,6,Non core
17716,10,Non core
17717,2,Non core
17718,1,Non core
17730,6,Non core
17731,1,Non core
17734,4,Non core
17742,3,Non core
17752,1,Non core
17753,2,Non core
17754,4,Non core
17765,26,Core
17768,1,Non core
17771,1,Non core
17776,45,Non core
17778,2,Non core
17780,7,Non core
17784,4,Core
17787,2,Non core
17788,3,Non core
17789,36,Non core
17795,17,Non core
17796,2,Non core
17799,58,Core
17812,4,Non core
17813,8,Core
17814,7,Non core
17818,1,Non core
17821,3,Non core
17828,2,Non core
17832,2,Non core
17836,4,Non core
17842,4,Non core
17843,2,Non core
17858,3,Non core
17860,15,Non core
17861,4,Non core
17862,3,Non core
17866,1,Non core
17869,2,Non core
17872,4,Non core
17876,1,Non core
17877,2,Non core
17880,7,Core
17881,3,Non core
17883,2,Non core
17887,6,Non core
17888,9,Non core
17893,18,Core
17896,8,Core
17897,1,Non core
17898,2,Non core
17901,2,Non core
17904,2,Non core
17907,1,Non core
17917,1,Non core
17920,12,Non core
17922,7,Non core
17923,1,Non core
17926,1,Non core
17927,6,Non core
17934,1,Non core
17938,2,Non core
17947,1,Non core
17950,1,Non core
17952,3,Non core
17953,1,Non core
17954,10,Non core
17958,4,Non core
17959,2,Non core
17967,1,Non core
17973,3,Non core
17976,4,Non core
17981,5,Non core
17982,2,Non core
17984,3,Non core
17987,3,Non core
17988,3,Non core
17990,12,Non core
17993,3,Non core
17995,3,Non core
18001,1,Non core
18002,18,Non core
18008,1,Non core
18009,8,Non core
18014,5,Core
18015,3,Non core
18020,1,Non core
18023,3,Non core
18026,1,Non core
18028,1,Non core
18031,3,Non core
18032,1,Non core
18050,1,Non core
18051,3,Non core
18058,6,Non core
18061,3,Non core
18063,2,Core
18064,1,Non core
18068,6,Non core
18072,1,Non core
18085,10,Non core
18086,3,Non core
18087,1,Non core
18092,12,Core
18093,7,Non core
18096,2,Non core
18105,1,Non core
18108,2,Non core
18111,1,Non core
18115,3,Non core
18117,4,Non core
18122,2,Non core
18137,5,Non core
18142,7,Non core
18152,7,Non core
18170,3,Non core
18176,4,Non core
18179,11,Non core
18180,1,Non core
18182,1,Non core
18186,1,Non core
18193,1,Non core
18204,3,Non core
18205,10,Core
18220,1,Non core
18225,4,Non core
18236,4,Non core
18238,18,Non core
18242,12,Core
18247,6,Non core
18250,3,Core
18256,4,Non core
18258,5,Non core
18261,1,Non core
18266,6,Non core
18276,2,Non core
18279,23,Non core
18286,11,Non core
18288,1,Non core
18289,3,Non core
18290,7,Non core
18295,2,Non core
18320,41,Non core
18321,3,Non core
18324,8,Non core
18325,2,Non core
18328,1,Non core
18332,14,Non core
18334,5,Non core
18335,4,Non core
18336,4,Non core
18337,4,Non core
18338,2,Non core
18339,4,Non core
18343,6,Non core
18347,1,Non core
18350,1,Non core
18364,1,Non core
18368,6,Non core
18386,2,Non core
18389,10,Non core
18399,5,Non core
18401,2,Non core
18404,2,Non core
18409,4,Non core
18414,4,Non core
18416,2,Non core
18418,21,Core
18429,2,Non core
18438,3,Non core
18446,4,Core
18448,2,Non core
18455,7,Non core
18457,1,Non core
18460,2,Non core
18462,13,Core
18463,1,Non core
18464,2,Non core
18465,3,Non core
18466,7,Non core
18467,1,Non core
18476,5,Non core
18479,2,Non core
18480,4,Non core
18485,5,Non core
18494,12,Non core
18498,4,Non core
18503,2,Non core
18504,1,Non core
18508,1,Non core
18511,2,Non core
18520,6,Non core
18526,1,Non core
18529,3,Non core
18540,4,Non core
18546,5,Non core
18549,5,Non core
18551,7,Non core
18552,16,Non core
18563,2,Non core
18575,17,Non core
18589,1,Non core
18591,11,Core
18593,2,Non core
18595,5,Non core
18598,2,Non core
18600,3,Non core
18602,26,Non core
18603,28,Non core
18609,1,Non core
18613,3,Non core
18623,3,Non core
18626,1,Non core
18627,2,Non core
18639,1,Non core
18640,4,Non core
18641,1,Non core
18643,4,Non core
18647,2,Non core
18652,2,Non core
18653,11,Non core
18654,6,Non core
18658,3,Non core
18665,8,Non core
18668,1,Non core
18680,1,Non core
18683,7,Non core
18717,3,Non core
18723,10,Non core
18729,2,Core
18732,2,Non core
18736,4,Non core
18742,3,Non core
18743,1,Non core
18746,2,Non core
18747,5,Non core
18757,1,Non core
18765,1,Non core
18769,3,Non core
18777,14,Non core
18781,8,Non core
18783,11,Core
18784,37,Non core
18785,6,Non core
18788,2,Non core
18793,6,Non core
18795,37,Non core
18802,3,Non core
18805,2,Non core
18808,5,Non core
18810,5,Non core
18811,1,Non core
18815,2,Non core
18816,8,Non core
18817,1,Non core
18834,2,Non core
18838,1,Non core
18841,2,Non core
18844,2,Non core
18845,9,Non core
18851,11,Non core
18853,1,Non core
18854,1,Non core
18889,2,Non core
18893,17,Core
18895,1,Non core
18898,3,Non core
18903,2,Non core
18904,12,Non core
18913,2,Non core
18916,2,Non core
18930,2,Non core
18934,5,Non core
18937,2,Non core
18940,13,Non core
18941,3,Non core
18955,18,Core
18967,6,Non core
18971,7,Core
18978,1,Non core
18980,1,Non core
18992,1,Non core
18997,3,Non core
19011,5,Core
19023,1,Non core
19046,1,Non core
19050,2,Non core
19051,1,Non core
19055,14,Core
19056,1,Non core
19065,5,Non core
19071,1,Non core
19072,1,Non core
19076,2,Non core
19077,1,Non core
19085,1,Non core
19092,1,Non core
19098,3,Non core
19112,1,Non core
19115,2,Non core
19118,3,Non core
19119,8,Core
19120,2,Non core
19122,7,Core
19124,2,Non core
19129,3,Non core
19132,32,Non core
19133,8,Non core
19134,33,Core
19136,43,Non core
19137,4,Non core
19138,20,Non core
19140,1,Core
19142,2,Core
19148,1,Non core
19151,3,Non core
19153,11,Non core
19156,3,Non core
19157,5,Core
19158,6,Core
19159,14,Core
19173,18,Non core
19178,2,Non core
19184,6,Core
19191,2,Non core
19193,14,Core
19194,2,Core
19195,2,Non core
19196,4,Non core
19199,2,Non core
19206,4,Non core
19209,4,Core
19210,1,Core
19213,4,Non core
19214,2,Non core
19220,4,Non core
19224,12,Non core
19226,5,Non core
19227,2,Non core
19233,2,Core
19234,19,Non core
19236,1,Non core
19262,9,Core
19265,10,Non core
19267,3,Non core
19269,2,Non core
19278,1,Non core
19282,2,Non core
19283,5,Non core
19288,2,Non core
19290,6,Non core
19291,2,Non core
19298,30,Core
19300,8,Non core
19303,8,Non core
19304,1,Non core
19307,6,Core
19312,4,Non core
19316,8,Non core
19318,2,Non core
19328,1,Non core
19333,1,Non core
19334,1,Non core
19345,3,Non core
19346,1,Core
19348,3,Non core
19350,2,Core
19361,3,Non core
19365,1,Non core
19370,2,Non core
19372,8,Non core
19378,5,Non core
19380,3,Core
19383,4,Non core
19384,4,Core
19390,1,Non core
19391,6,Non core
19414,4,Non core
19416,1,Non core
19419,2,Non core
19429,1,Non core
19450,2,Non core
19457,14,Core
19460,1,Non core
19461,1,Core
19472,8,Non core
19476,2,Non core
19478,3,Non core
19481,1,Non core
19490,1,Non core
19494,3,Non core
19499,3,Non core
19500,3,Non core
19519,2,Non core
19520,16,Non core
19521,8,Non core
19532,2,Non core
19535,3,Non core
19542,2,Non core
19546,1,Non core
19548,1,Non core
19554,61,Non core
19559,1,Non core
19560,8,Non core
19561,2,Non core
19564,8,Non core
19573,2,Non core
19576,2,Non core
19578,12,Non core
19587,2,Non core
19590,5,Non core
19591,1,Non core
19592,3,Non core
19593,3,Non core
19594,3,Non core
19604,4,Non core
19611,3,Non core
19619,8,Non core
19642,4,Non core
19644,6,Core
19645,3,Non core
19653,2,Non core
19667,2,Non core
19673,2,Non core
19676,2,Non core
19677,1,Non core
19684,1,Non core
19686,7,Non core
19688,21,Non core
19690,6,Non core
19692,2,Non core
19707,2,Non core
19714,1,Non core
19720,1,Non core
19722,1,Non core
19724,1,Core
19736,6,Non core
19737,2,Non core
19739,2,Non core
19740,10,Non core
19741,22,Non core
19743,3,Non core
19755,2,Non core
19760,7,Non core
19761,2,Non core
19765,1,Non core
19766,4,Non core
19774,5,Non core
19776,3,Non core
19779,70,Core
19786,1,Non core
19790,14,Non core
19797,3,Non core
19799,2,Non core
19805,3,Non core
19807,2,Non core
19814,49,Non core
19840,7,Non core
19844,1,Non core
19845,2,Non core
19849,3,Non core
19851,1,Non core
19853,125,Non core
19858,3,Non core
19861,3,Non core
19884,3,Non core
19901,6,Non core
19902,9,Non core
19904,4,Non core
19910,5,Non core
19912,1,Non core
19919,2,Non core
19920,4,Non core
19921,3,Non core
19930,23,Non core
19935,98,Non core
19937,8,Non core
19944,5,Non core
19948,2,Non core
19950,16,Non core
19951,3,Non core
19954,5,Non core
19956,7,Non core
19960,1,Non core
19963,3,Non core
19985,3,Non core
19990,7,Core
19991,2,Non core
19999,4,Non core
20000,15,Non core
20003,2,Non core
20004,1,Non core
20005,1,Non core
20006,4,Non core
20018,2,Non core
20028,2,Non core
20031,5,Non core
20033,13,Non core
20035,3,Non core
20037,3,Non core
20038,32,Core
20050,1,Non core
20058,2,Non core
20061,1,Non core
20071,5,Non core
20076,4,Non core
20079,23,Non core
20082,4,Non core
20090,3,Non core
20095,1,Non core
20099,3,Non core
20100,4,Non core
20102,1,Non core
20104,6,Non core
20105,8,Non core
20106,4,Non core
20107,1,Non core
20108,2,Non core
20120,2,Non core
20123,3,Non core
20128,4,Non core
20129,3,Non core
20137,2,Non core
20140,5,Non core
20146,30,Non core
20156,24,Non core
20158,2,Non core
20160,10,Non core
20162,3,Non core
20168,1,Non core
20171,2,Non core
20172,27,Core
20181,3,Non core
20182,44,Non core
20184,14,Non core
20187,1,Non core
20188,1,Non core
20190,43,Core
20191,34,Non core
20194,12,Core
20195,10,Core
20196,2,Non core
20205,3,Non core
20208,1,Non core
20215,1,Non core
20216,5,Non core
20217,5,Non core
20220,2,Non core
20223,3,Non core
20226,2,Non core
20229,19,Core
20244,1,Non core
20246,4,Non core
20251,3,Non core
20254,3,Non core
20256,9,Non core
20259,20,Non core
20260,1,Non core
20271,1,Non core
20276,1,Non core
20277,1,Non core
20279,2,Non core
20287,1,Non core
20294,2,Non core
20297,1,Non core
20298,2,Non core
20301,3,Non core
20312,15,Non core
20313,8,Non core
20316,12,Non core
20320,1,Non core
20325,30,Non core
20327,1,Non core
20336,1,Non core
20340,1,Non core
20354,5,Non core
20361,2,Non core
20363,17,Non core
20364,7,Non core
20369,4,Non core
20372,2,Non core
20376,2,Non core
20378,31,Non core
20380,3,Non core
20382,5,Non core
20383,1,Non core
20384,8,Non core
20400,1,Non core
20401,59,Non core
20403,4,Non core
20405,1,Non core
20408,2,Non core
20411,9,Non core
20414,3,Non core
20425,10,Non core
20426,10,Non core
20428,8,Non core
20429,3,Non core
20430,6,Non core
20443,9,Non core
20444,4,Non core
20446,4,Non core
20449,2,Non core
20451,3,Non core
20453,2,Non core
20458,2,Non core
20460,3,Non core
20462,4,Non core
20465,4,Non core
20466,51,Non core
20472,1,Non core
20479,2,Non core
20481,4,Non core
20488,1,Non core
20497,1,Non core
20498,18,Core
20506,2,Non core
20507,4,Non core
20508,3,Non core
20509,2,Non core
20515,3,Non core
20517,6,Non core
20518,2,Non core
20519,4,Non core
20522,3,Non core
20523,61,Non core
20526,4,Non core
20530,1,Non core
20535,1,Non core
20539,1,Non core
20541,6,Non core
20553,3,Non core
20556,3,Non core
20559,4,Non core
20560,6,Non core
20563,7,Non core
20566,11,Non core
20570,2,Non core
20581,4,Non core
20630,20,Non core
20634,99,Non core
20635,73,Non core
20638,3,Non core
20645,1,Non core
20661,3,Non core
20663,18,Non core
20667,4,Non core
20671,2,Non core
20675,7,Non core
20676,35,Core
20686,2,Non core
20705,1,Non core
20718,1,Non core
20721,6,Non core
20722,12,Non core
20733,39,Non core
20734,5,Non core
20743,7,Non core
20746,1,Non core
20751,5,Non core
20752,1,Non core
20754,5,Non core
20761,22,Non core
20764,4,Non core
20766,3,Non core
20768,3,Non core
20770,2,Core
20771,3,Non core
20772,2,Non core
20773,6,Non core
20775,48,Non core
20778,12,Core
20782,1,Non core
20787,2,Non core
20791,1,Non core
20797,4,Non core
20799,1,Non core
20805,85,Non core
20809,2,Non core
20812,13,Non core
20813,11,Core
20815,2,Non core
20816,2,Non core
20819,2,Non core
20824,1,Non core
20826,43,Non core
20828,3,Non core
20836,1,Non core
20839,3,Non core
20850,4,Non core
20854,3,Non core
20858,7,Non core
20861,2,Non core
20863,76,Non core
20864,7,Non core
20865,4,Non core
20866,12,Non core
20868,45,Non core
20870,129,Non core
20873,7,Non core
20875,1,Non core
20883,17,Core
20902,2,Core
20905,2,Non core
20910,1,Non core
20928,2,Non core
20933,2,Non core
20936,11,Core
20944,2,Non core
20951,1,Non core
20960,1,Non core
20962,1,Non core
20963,1,Non core
20965,2,Non core
20969,1,Non core
20970,18,Core
20971,4,Non core
20981,3,Non core
20986,3,Non core
20998,3,Non core
21004,1,Non core
21006,3,Non core
21007,1,Non core
21013,13,Non core
21020,4,Non core
21023,1,Non core
21032,3,Non core
21033,1,Non core
21041,3,Non core
21045,1,Non core
21061,2,Non core
21063,3,Non core
21065,2,Non core
21069,11,Core
21074,2,Non core
21075,2,Non core
21077,4,Non core
21092,2,Non core
21099,2,Non core
21103,4,Non core
21107,14,Non core
21109,2,Non core
21111,5,Non core
21113,4,Non core
21118,1,Non core
21125,2,Non core
21129,26,Core
21135,11,Non core
21138,1,Non core
21141,6,Non core
21143,4,Non core
21144,2,Non core
21151,12,Non core
21152,3,Non core
21168,1,Non core
21179,2,Non core
21198,1,Non core
21204,38,Non core
21216,1,Non core
21217,1,Non core
21224,16,Core
21228,2,Non core
21231,1,Non core
21232,6,Non core
21239,2,Non core
21241,6,Non core
21242,11,Non core
21247,6,Non core
21249,3,Non core
21254,1,Non core
21258,2,Non core
21272,1,Non core
21273,3,Non core
21279,2,Non core
21284,9,Non core
21287,8,Non core
21288,1,Non core
21290,3,Non core
21294,2,Non core
21297,6,Core
21302,5,Non core
21304,2,Non core
21307,2,Non core
21309,2,Non core
21311,2,Non core
21314,8,Non core
21325,1,Non core
21334,3,Non core
21340,2,Non core
21342,2,Non core
21355,4,Non core
21356,2,Non core
21361,4,Non core
21363,1,Non core
21369,16,Non core
21376,1,Non core
21381,1,Non core
21382,1,Non core
21387,161,Core
21406,3,Non core
21407,2,Non core
21408,2,Non core
21413,2,Non core
21414,9,Core
21420,36,Core
21423,3,Non core
21428,24,Core
21451,5,Non core
21463,2,Non core
21465,2,Non core
21469,1,Non core
21470,4,Non core
21479,7,Non core
21484,1,Non core
21485,2,Non core
21486,196,Non core
21510,1,Non core
21511,19,Non core
21514,4,Non core
21515,6,Non core
21516,1,Non core
21518,3,Non core
21522,11,Non core
21528,5,Core
21531,1,Non core
21537,6,Non core
21539,2,Non core
21546,3,Non core
21550,11,Non core
21554,2,Non core
21558,5,Non core
21561,2,Non core
21567,2,Non core
21570,4,Non core
21583,2,Non core
21591,7,Non core
21598,8,Non core
21614,7,Non core
21618,2,Non core
21626,13,Core
21642,12,Non core
21644,3,Non core
21648,5,Non core
21649,3,Non core
21656,1,Non core
21657,2,Non core
21660,4,Non core
21668,3,Non core
21672,11,Core
21683,16,Non core
21686,6,Non core
21690,17,Non core
21691,169,Non core
21692,14,Core
21696,9,Non core
21698,8,Non core
21702,2,Non core
21713,3,Non core
21714,9,Non core
21715,9,Non core
21718,1,Non core
21722,6,Non core
21723,16,Non core
21739,1,Core
21740,6,Non core
21741,7,Core
21747,6,Non core
21748,3,Non core
21757,15,Non core
21765,6,Non core
21775,2,Non core
21778,9,Non core
21781,10,Core
21785,12,Core
21794,4,Non core
21797,61,Non core
21798,37,Non core
21800,4,Non core
21803,2,Non core
21808,2,Non core
21810,3,Non core
21813,11,Non core
21820,1,Non core
21824,1,Non core
21830,4,Non core
21832,2,Non core
21865,4,Non core
21872,2,Non core
21875,1,Non core
21876,1,Non core
21877,6,Non core
21883,18,Core
21885,3,Non core
21886,1,Non core
21891,4,Non core
21892,2,Non core
21897,6,Non core
21902,19,Non core
21904,1,Non core
21907,2,Non core
21908,3,Non core
21909,23,Non core
21914,2,Non core
21918,2,Non core
21922,14,Non core
21927,1,Non core
21930,2,Non core
21950,3,Non core
21961,19,Core
21967,1,Non core
21970,6,Core
21977,2,Non core
21987,3,Non core
21991,4,Non core
21996,2,Core
21999,3,Non core
22003,2,Non core
22010,5,Non core
22012,2,Non core
22013,2,Non core
22016,2,Non core
22018,7,Non core
22019,1,Non core
22020,88,Non core
22021,2,Non core
22025,1,Non core
22030,2,Non core
22036,3,Non core
22037,11,Non core
22041,2,Non core
22042,4,Non core
22044,2,Non core
22047,2,Non core
22056,18,Non core
22059,9,Non core
22060,1,Non core
22061,3,Non core
22064,6,Non core
22066,6,Non core
22072,3,Non core
22076,12,Core
22077,3,Non core
22078,6,Non core
22093,6,Non core
22100,1,Non core
22102,2,Non core
22103,1,Non core
22104,112,Non core
22107,2,Non core
22111,18,Non core
22113,10,Non core
22116,2,Non core
22124,3,Non core
22132,14,Non core
22135,1,Non core
22139,2,Non core
22141,1,Non core
22142,1,Non core
22143,1,Non core
22153,5,Non core
22157,5,Non core
22160,3,Non core
22165,203,Non core
22169,1,Non core
22170,2,Non core
22206,1,Non core
22210,4,Non core
22212,1,Non core
22216,1,Non core
22217,2,Non core
22218,7,Non core
22219,6,Non core
22220,6,Non core
22221,2,Non core
22223,1,Non core
22224,5,Non core
22226,3,Non core
22227,3,Non core
22233,3,Non core
22255,129,Non core
22259,19,Non core
22263,4,Non core
22266,56,Non core
22271,5,Non core
22274,1,Non core
22281,1,Non core
22290,6,Non core
22298,2,Non core
22299,8,Non core
22305,1,Non core
22306,6,Non core
22310,1,Non core
22312,1,Non core
22314,9,Non core
22315,6,Non core
22321,1,Non core
22323,5,Non core
22328,2,Non core
22330,2,Non core
22337,5,Non core
22338,1,Non core
22342,1,Non core
22368,1,Non core
22375,2,Non core
22377,2,Non core
22378,1,Non core
22380,2,Non core
22395,2,Non core
22405,9,Core
22406,22,Core
22420,2,Non core
22421,4,Non core
22428,4,Non core
22429,1,Non core
22432,3,Non core
22435,1,Non core
22437,5,Non core
22440,2,Non core
22443,1,Non core
22444,1,Non core
22446,2,Non core
22448,5,Non core
22454,2,Non core
22457,3,Non core
22477,10,Core
22482,1,Non core
22484,127,Core
22487,3,Non core
22493,3,Non core
22514,6,Non core
22515,1,Non core
22522,2,Non core
22524,3,Non core
22525,17,Non core
22527,2,Non core
22534,4,Non core
22557,1,Non core
22559,2,Non core
22560,2,Non core
22562,8,Non core
22566,2,Non core
22573,2,Non core
22574,14,Non core
22575,3,Non core
22578,2,Non core
22582,27,Non core
22587,1,Non core
22588,3,Non core
22589,9,Non core
22590,3,Non core
22595,16,Non core
22598,1,Non core
22600,3,Non core
22604,7,Non core
22607,2,Non core
22608,2,Non core
22623,43,Core
22629,19,Core
22636,6,Non core
22650,5,Non core
22653,1,Non core
22655,4,Non core
22664,2,Non core
22670,2,Non core
22678,3,Non core
22680,1,Non core
22683,4,Non core
22687,3,Non core
22689,11,Non core
22692,5,Non core
22694,12,Non core
22711,2,Non core
22713,3,Non core
22714,1,Non core
22720,1,Non core
22724,4,Non core
22731,1,Non core
22735,2,Non core
22739,16,Non core
22742,1,Non core
22745,2,Non core
22749,3,Non core
22752,29,Non core
22754,2,Non core
22771,3,Non core
22774,6,Non core
22775,3,Non core
22776,8,Non core
22777,16,Non core
22778,36,Non core
22779,3,Non core
22781,3,Non core
22785,1,Non core
22787,1,Non core
22793,6,Non core
22797,2,Non core
22799,49,Non core
22810,2,Non core
22815,2,Non core
22818,4,Non core
22830,4,Non core
22831,2,Non core
22834,13,Non core
22835,1,Non core
22837,46,Non core
22839,1,Non core
22860,1,Non core
22863,12,Non core
22865,9,Non core
22869,2,Non core
22872,2,Non core
22873,53,Core
22874,2,Non core
22878,1,Non core
22879,1,Non core
22894,1,Non core
22895,2,Non core
22899,2,Core
22905,4,Non core
22907,1,Non core
22908,1,Non core
22911,2,Non core
22924,1,Non core
22925,3,Non core
22932,2,Non core
22946,2,Non core
22948,16,Non core
22954,16,Non core
22957,2,Non core
22959,11,Non core
22960,2,Core
22965,1,Non core
22968,3,Non core
22977,4,Non core
22981,17,Core
22997,11,Non core
22998,13,Core
23003,1,Non core
23006,13,Non core
23012,3,Non core
23013,1,Non core
23020,3,Non core
23026,2,Non core
23037,4,Non core
23043,9,Non core
23046,2,Non core
23047,2,Non core
23055,8,Core
23060,14,Non core
23062,1,Non core
23063,1,Non core
23078,31,Core
23079,1,Non core
23081,17,Non core
23082,2,Non core
23083,13,Non core
23084,8,Core
23092,20,Non core
23094,1,Non core
23100,1,Non core
23101,2,Non core
23116,6,Non core
23122,5,Non core
23125,1,Non core
23133,3,Core
23135,1,Non core
23140,5,Non core
23142,1,Non core
23162,2,Non core
23163,45,Non core
23165,1,Non core
23173,2,Non core
23180,1,Non core
23182,18,Non core
23184,6,Non core
23185,10,Core
23186,23,Core
23192,4,Non core
23193,1,Non core
23203,1,Non core
23204,3,Non core
23205,5,Non core
23209,6,Non core
23210,1,Non core
23211,2,Non core
23215,1,Non core
23226,5,Non core
23229,1,Non core
23235,2,Core
23249,2,Non core
